9808	0.10	-0.00195	0.01926	0.01752	0.01194	-0.00195	0.02111	0.01848	1.598
9818	0.10	-0.01067	0.03704	0.02761	0.02629	-0.01067	0.03661	0.02078	1.568
9828	0.10	-0.02845	0.02128	0.02955	0.00167	-0.02845	0.00815	0.01388	1.542
9838	0.10	-0.01118	0.01013	0.01072	0.00613	-0.01118	0.00524	0.01389	1.511
9848	0.10	-0.01534	0.00193	0.01669	0.00074	-0.01534	-0.00663	0.00981	1.479
9858	0.10	-0.00233	0.00872	-0.00520	0.00738	-0.00233	0.00872	0.05786	1.437
9868	0.10	-0.00142	0.00780	-0.00795	0.00242	-0.00142	0.00819	0.02817	1.385
9878	0.10	0.00258	-0.00557	0.00556	-0.00026	0.00258	-0.00494	0.02702	1.336
9888	0.10	0.00759	-0.01252	0.01233	0.00263	0.00759	-0.01007	0.01929	1.299
9898	0.10	0.01046	-0.01427	0.01385	0.00516	0.01046	-0.01044	0.02032	1.275
9908	0.10	0.01645	-0.00327	0.01574	-0.00745	0.01645	0.00572	0.01873	1.246
9918	0.10	-0.03200	0.00214	-0.03466	0.00887	-0.03200	-0.01600	0.02145	1.215
9928	0.10	0.01325	-0.00095	0.01462	0.00209	0.01325	0.00654	0.01377	1.178
9938	0.10	0.01147	-0.01190	-0.00146	0.01342	0.01147	-0.00711	0.01109	1.127
9948	0.10	-0.00001	0.00202	0.00231	0.00028	-0.00001	0.00232	0.00441	1.077
9958	0.10	-0.00210	0.01306	0.01264	0.00610	-0.00210	0.01387	0.01192	1.035
9968	0.10	-0.00792	0.02032	0.01757	0.01054	-0.00792	0.01889	0.01894	1.008
9978	0.10	-0.00518	0.01538	0.00989	0.01213	-0.00518	0.01477	0.01715	0.982
9988	0.10	-0.01912	0.00973	0.01909	-0.00095	-0.01912	0.00020	0.01496	0.956
9998	0.10	-0.00410	0.00880	0.00196	0.00858	-0.00410	0.00779	0.00925	0.925
10008	0.10	-0.00230	0.01119	-0.00535	0.01054	-0.00230	0.01160	0.01955	0.887
10018	0.10	-0.00710	0.00404	0.00189	0.00686	-0.00710	0.00057	0.02772	0.833
10028	0.10	0.00222	0.00509	-0.00660	-0.00354	0.00222	0.00715	0.00130	0.787
10038	0.10	0.00386	-0.00756	0.00754	0.00045	0.00386	-0.00650	0.00659	0.752
10048	0.10	0.00454	-0.01253	0.01081	0.00665	0.00454	-0.01185	0.02070	0.724
10058	0.10	0.01540	-0.01045	0.01547	-0.00282	0.01540	-0.00317	0.02061	0.699
10068	0.10	-0.01277	-0.01599	-0.01021	0.02694	-0.01277	-0.02583	0.01198	0.672
10078	0.10	0.00617	-0.00811	0.00425	0.00732	0.00617	-0.00579	0.01352	0.635
10088	0.10	0.01212	-0.00135	0.01259	0.00424	0.01212	0.00544	0.01103	0.592
10098	0.10	0.00681	-0.00448	0.00049	0.00691	0.00681	-0.00124	0.00713	0.541
10108	0.10	0.00422	0.00361	0.00551	0.00557	0.00422	0.00660	0.00759	0.500
10118	0.10	-0.00226	0.00831	0.00809	0.00290	-0.00226	0.00829	0.03090	0.465
10128	0.10	-0.01333	0.01566	0.01689	0.00008	-0.01333	0.01038	0.01421	0.439
10138	0.10	-0.01143	-0.01567	0.01582	-0.02213	-0.01143	-0.02469	0.01488	0.414
10148	0.10	-0.00863	0.01585	0.00970	0.01255	-0.00863	0.01331	0.01033	0.385
10158	0.10	-0.00748	0.00342	0.00725	0.00189	-0.00748	-0.00037	0.01073	0.348
10168	0.10	-0.01331	0.00722	0.00902	0.00980	-0.01331	0.00066	0.01293	0.304
10178	0.10	-0.01069	0.00728	0.00052	0.01091	-0.01069	0.00223	0.02805	0.255
10188	0.10	0.01144	0.00116	-0.00527	-0.01289	0.01144	0.00794	0.00050	0.213
10198	0.10	0.00573	-0.01597	0.01563	0.00419	0.00573	-0.01513	0.00989	0.178
10208	0.10	0.00598	-0.00706	0.00760	0.00017	0.00598	-0.00469	0.02769	0.152
10218	0.10	0.01109	-0.01334	0.01345	0.00479	0.01109	-0.00899	0.01553	0.124
10228	0.10	0.00603	-0.00752	0.00604	0.00519	0.00603	-0.00520	0.00328	0.078
10238	0.10	0.01202	0.00751	0.01749	-0.00905	0.01202	0.01561	0.01589	0.051
10248	0.10	0.01163	-0.00057	0.01173	0.00586	0.01163	0.00606	0.01049	0.005
10258	0.10	0.00959	0.00356	0.01073	0.00835	0.00959	0.00964	0.00910	6.242
10268	0.10	0.02102	0.00468	0.00924	0.02577	0.02102	0.01754	0.00985	6.199
10278	0.10	-0.00685	0.00960	0.00988	-0.00043	-0.00685	0.00713	0.01447	6.165
10288	0.10	0.00797	0.01792	0.00541	0.02595	0.00797	0.02529	0.01494	6.137
10298	0.10	-0.00531	0.01424	0.00754	0.01225	-0.00531	0.01337	0.01430	6.104
10308	0.10	-0.00565	0.01121	0.00327	0.01072	-0.00565	0.00968	0.01934	6.068
10318	0.10	-0.00667	-0.00656	0.01224	-0.00502	-0.00667	-0.01142	0.01406	6.027
10328	0.10	-0.00112	0.00673	-0.00608	0.00387	-0.00112	0.00712	0.01029	5.981
10338	0.10	-0.00521	-0.00923	0.01311	0.00648	-0.00521	-0.01366	0.06839	5.935
10348	0.10	-0.00418	-0.00737	0.00712	0.00928	-0.00418	-0.01093	0.01458	5.895
10358	0.10	0.01399	-0.00795	0.01194	-0.00738	0.01399	-0.00110	0.01581	5.861
10368	0.10	0.01210	0.00419	0.00840	-0.01470	0.01210	0.01183	0.00887	5.829
10378	0.10	0.01460	0.00992	0.01639	-0.01844	0.01460	0.01988	0.00747	5.795
10388	0.10	0.00722	-0.00761	0.00413	0.00751	0.00722	-0.00462	0.03558	5.759
10398	0.10	0.00698	0.00181	0.00899	0.00231	0.00698	0.00612	0.01949	5.714
10408	0.10	0.00839	0.00412	0.01021	0.00763	0.00839	0.00960	0.00876	5.665
10418	0.10	-0.00174	0.01312	0.01359	0.00430	-0.00174	0.01415	0.01455	5.619
10428	0.10	-0.00935	0.01395	0.01402	0.00237	-0.00935	0.01071	0.02409	5.581
10438	0.10	-0.00111	0.01431	0.00572	0.01486	-0.00111	0.01589	0.00480	5.545
10448	0.10	-0.01788	0.01306	0.01776	0.00517	-0.01788	0.00476	0.01933	5.518
10458	0.10	-0.01276	0.00236	0.01358	-0.00007	-0.01276	-0.00464	0.01208	5.486
10468	0.10	-0.00946	0.00438	0.00731	0.00602	-0.00946	-0.00040	0.00518	5.450
10478	0.10	-0.00040	-0.00021	0.00058	0.00024	-0.00040	-0.00048	0.00401	5.400
10488	0.10	0.00110	-0.00316	0.00319	-0.00035	0.00110	-0.00302	0.01109	5.351
10498	0.10	0.02251	-0.01498	0.01845	-0.01360	0.02251	-0.00430	0.00793	5.306
10508	0.10	0.01117	-0.01116	0.01279	0.00155	0.01117	-0.00643	0.01104	5.269
10518	0.10	0.01679	-0.00921	0.01682	-0.00014	0.01679	-0.00094	0.01676	5.239
10528	0.10	0.01681	0.00312	0.01963	-0.00861	0.01681	0.01330	0.01689	5.209
10538	0.10	-0.00049	0.00058	-0.00016	-0.00061	-0.00049	0.00039	0.00550	5.171
