--- Terminal on /dev/ttyUSB0 | 115200 8-N-1
--- Available filters and text transformations: colorize, debug, default, direct, esp32_exception_decoder, hexlify, log2file, nocontrol, printable, send_on_enter, time
--- More details at https://bit.ly/pio-monitor-filters
--- Quit: Ctrl+C | Menu: Ctrl+T | Help: Ctrl+T followed by Ctrl+H
MOT: Init
MOT: Enable driver.
MOT: Align sensor.
MOT: sensor_direction==CCW
MOT: PP check: OK!
MOT: Zero elec. angle: 0.60
MOT: Align current sense.
CS: Inv B
MOT: Success: 3
MOT: Ready.
0	0.01000		-0.01569	0.06573	0.03115	-0.04833
8379	0.51000		0.02332	-0.03751	0.02377	0.00000
8399	1.02000		0.02997	-0.06054	0.16273	0.00000
8419	1.53000		-0.01300	-0.00507	0.04701	1.26150
8439	2.04000		-0.01793	0.00367	0.04370	2.52820
8459	2.52000		0.02192	0.02129	0.03970	4.17280
8479	3.03000		-0.02175	-0.02680	0.02846	-0.31609
8499	3.54000		-0.08866	-0.04098	0.03835	1.17592
8519	4.04000		-0.11973	-0.01506	0.06353	2.52239
8539	4.53001		-0.08273	0.04972	0.05117	5.91431
8559	5.02002		-0.04537	0.01364	0.03400	9.40134
8579	5.51003		-0.04052	0.03091	0.05465	4.73257
8599	6.00004		-0.02040	-0.02029	0.04527	6.04279
8619	6.51005		-0.07324	-0.03417	0.07689	0.94729
8639	7.01007		-0.07088	-0.00033	0.10204	6.95970
8659	7.54008		-0.05878	-0.04001	0.03693	11.60681
8679	8.07009		-0.01418	-0.04628	0.06848	9.99719
8699	8.57010		-0.12135	-0.00936	0.06908	3.56326
8719	9.06011		-0.13854	-0.01851	0.11628	26.65098
8739	9.55012		-0.04106	-0.02786	0.07830	12.27184
8759	10.04013		-0.07882	-0.00024	0.03805	8.00959
8779	10.53015		-0.06536	0.03295	0.07432	9.63758
8799	11.03016		-0.04182	-0.00365	0.06577	13.57507
8819	11.52017		-0.01888	0.25926	0.08500	8.74775
8839	12.02018		-0.03192	0.08248	0.09862	10.62272
8859	12.51019		-0.04150	0.09023	0.11600	13.67410
8879	13.00020		-0.13740	0.07595	0.09794	12.19096
8899	13.49021		-0.07709	0.12774	0.13615	15.13288
8919	13.99022		-0.06011	0.04089	0.11061	15.77358
8939	14.48024		-0.08754	-0.00053	0.03573	22.58544
8959	14.97025		-0.04753	-0.02168	0.05185	14.78616
8979	15.47026		-0.06921	-0.03637	0.07991	13.98501
8999	15.96027		-0.06941	-0.01601	0.05099	15.51047
9019	16.45028		-0.05278	0.06537	0.11331	19.11792
9039	16.94029		-0.06917	0.04128	0.05846	16.76986
9059	17.43030		0.05048	-0.03339	0.10200	14.39480
9079	17.93032		-0.07507	0.05511	0.12618	17.73737
9099	18.42033		-0.10410	0.12520	0.13933	18.20744
9119	18.91034		-0.03237	0.02872	0.11473	21.21436
9139	19.44035		-0.03769	-0.02563	0.10845	22.30149
9159	19.93036		-0.09857	-0.04795	0.08821	18.69960
9179	20.43037		-0.07801	0.08232	0.09745	18.95722
9199	20.92038		-0.08996	0.14085	0.11503	19.01630
9219	21.41039		-0.11936	0.15111	0.16843	16.86379
9239	21.90041		-0.21015	0.23162	0.27344	18.21521
9259	22.40042		-0.19916	0.24346	0.35031	22.17435
9279	22.89043		-0.10936	0.09423	0.22403	25.81951
9299	23.38044		-0.09230	0.03468	0.15869	28.07364
9319	23.87045		-0.05024	0.06134	0.10585	27.14739
9339	24.37046		-0.08166	0.09047	0.09625	22.56306
9359	24.86047		-0.06310	0.20013	0.22405	21.59229
9379	25.35048		-0.15322	0.16395	0.24490	23.73244
9399	25.85050		-0.14562	0.20417	0.23612	27.20148
9419	26.37051		-0.13648	0.08960	0.17979	31.29953
9439	26.86052		-0.07312	0.12196	0.11241	29.14565
9459	27.36053		-0.14619	0.15234	0.20109	22.63049
9479	27.85054		-0.13139	0.21412	0.29951	21.07202
9499	28.34055		-0.18159	0.33882	0.34428	23.68381
9519	28.83056		-0.21043	0.32648	0.34649	29.08169
9539	29.33058		-0.12667	0.20979	0.28839	35.26041
