--- Terminal on /dev/ttyUSB0 | 115200 8-N-1
--- Available filters and text transformations: colorize, debug, default, direct, esp32_exception_decoder, hexlify, log2file, nocontrol, printable, send_on_enter, time
--- More details at https://bit.ly/pio-monitor-filters
--- Quit: Ctrl+C | Menu: Ctrl+T | Help: Ctrl+T followed by Ctrl+H
MOT: Init
MOT: Enable driver.
MOT: Align sensor.
MOT: sensor_direction==CCW
MOT: PP check: OK!
MOT: Zero elec. angle: 2.14
MOT: Align current sense.
CS: Inv B
MOT: Success: 3
MOT: Ready.
0	0.00000	-0.00308	-0.00339	0.00520	-0.00385	-0.00308	-0.00569	0.02104	2.47891	-0.05513
8377	0.00000	-0.01436	0.01112	0.01142	0.00982	-0.01436	0.00455	0.01022	2.48352	0.00000
8397	0.00000	0.00015	-0.00984	0.00340	-0.01075	0.00015	-0.01127	0.02684	2.48965	0.00000
8417	0.00000	-0.00469	0.01273	0.00263	0.01260	-0.00469	0.01199	0.01595	2.50499	3.97405
8437	0.00000	-0.01758	0.00950	0.01722	-0.00363	-0.01758	0.00082	0.01804	2.54794	0.00000
8457	0.00000	0.00498	0.00467	0.00851	0.00456	0.00498	0.00827	0.03612	2.60317	171.28865
8477	0.00000	0.05817	-0.01467	0.00052	0.06050	0.05817	0.01664	0.18975	2.63845	0.00000
8497	0.00000	0.08073	-0.01145	0.00478	0.08723	0.08073	0.03339	0.02166	2.62924	0.00000
8517	0.00000	0.00176	-0.01145	-0.01201	-0.00279	0.00176	-0.01220	0.01536	2.62771	0.00000
8537	0.00000	0.00015	-0.01145	-0.01229	-0.00463	0.00015	-0.01313	0.02621	2.62771	0.00000
8557	0.00000	0.04044	0.01273	0.02078	0.05148	0.04044	0.03804	0.01648	2.62771	0.00000
8577	0.00000	0.00015	0.01917	0.02066	0.00820	0.00015	0.02223	0.02128	2.62771	0.00000
8597	0.00000	-0.00308	-0.01951	-0.02153	-0.01168	-0.00308	-0.02430	0.00347	2.62771	0.00000
8617	0.00000	0.00015	-0.01145	-0.01229	-0.00463	0.00015	-0.01313	0.01490	2.62771	0.00000
8637	0.00000	0.01143	-0.00500	-0.00338	0.01095	0.01143	0.00082	0.00370	2.62771	0.00000
8657	0.00000	0.00015	-0.02112	-0.02284	-0.00829	0.00015	-0.02430	0.00019	2.62924	0.00000
8677	0.00000	-0.00469	-0.00984	-0.01141	-0.00947	-0.00469	-0.01406	0.00878	2.62771	0.00000
8697	0.00000	-0.00147	0.00628	0.00650	0.00096	-0.00147	0.00641	0.00724	2.62771	0.00000
8717	0.00000	-0.01758	0.00950	0.00742	-0.01596	-0.01758	0.00082	0.03321	2.62771	0.00000
8737	0.00000	-0.01114	-0.01145	-0.01456	-0.01726	-0.01114	-0.01965	0.01659	2.62924	0.00000
8757	0.00000	0.06945	0.00950	0.02240	0.08324	0.06945	0.05107	0.01357	2.62771	0.00000
8777	0.00000	0.01788	-0.01467	-0.01241	0.01447	0.01788	-0.00662	0.01678	2.62924	0.00000
8797	0.00000	-0.00469	-0.01145	-0.01331	-0.00992	-0.00469	-0.01593	0.03345	2.62924	0.00000
8817	0.00000	-0.03531	0.00628	0.00057	-0.03767	-0.03531	-0.01313	0.04766	2.62771	0.00000
