--- Terminal on /dev/ttyUSB1 | 115200 8-N-1
--- Available filters and text transformations: colorize, debug, default, direct, esp32_exception_decoder, hexlify, log2file, nocontrol, printable, send_on_enter, time
--- More details at https://bit.ly/pio-monitor-filters
--- Quit: Ctrl+C | Menu: Ctrl+T | Help: Ctrl+T followed by Ctrl+H
MOT: Init
MOT: Enable driver.
MOT: Align sensor.
MOT: sensor_direction==CW
MOT: PP check: OK!
MOT: Zero elec. angle: 3.43
MOT: Align current sense.
CS: Inv B
MOT: Success: 3
MOT: Ready.
0	0.001	0.076	0.006	0.105	4.950	0.006
8377	0.001	0.007	-0.014	0.021	4.996	0.311
8397	0.001	-0.027	-0.036	0.028	4.961	-2.131
8417	0.002	0.066	0.032	0.005	4.941	0.000
8437	0.002	-0.004	0.004	0.018	4.941	-0.304
8457	0.003	0.022	0.004	0.000	4.942	0.304
8477	0.003	-0.006	0.043	0.021	4.942	0.000
8497	0.003	0.002	-0.143	0.034	4.938	0.000
8517	0.004	0.009	0.028	0.005	4.942	0.304
8537	0.004	0.001	0.030	0.020	4.941	0.304
8557	0.005	-0.008	0.021	0.005	4.941	0.000
8577	0.005	-0.000	-0.012	0.034	4.939	-0.304
8597	0.005	-0.011	0.027	0.027	4.942	0.304
8617	0.006	0.005	0.029	0.012	4.942	0.304
8637	0.006	0.009	-0.015	0.011	4.944	0.304
8657	0.007	0.019	-0.028	0.007	4.942	0.000
8677	0.007	0.025	-0.004	0.053	4.938	0.000
8697	0.007	-0.033	-0.009	0.004	4.946	-0.912
8717	0.008	0.011	0.012	0.045	4.942	1.522
8737	0.008	-0.007	0.022	0.029	4.942	-0.304
8757	0.009	-0.007	0.010	0.037	4.946	0.606
8777	0.009	-0.008	0.019	0.008	4.942	0.000
8797	0.009	0.008	-0.012	0.103	4.939	0.304
8817	0.010	-0.005	-0.010	0.026	4.942	-0.609
8837	0.010	0.006	0.029	0.015	4.947	0.304
8857	0.011	-0.004	-0.005	0.026	4.942	0.000
8877	0.011	0.022	-0.011	0.051	4.944	-0.608
8897	0.011	0.004	-0.003	0.030	4.942	-0.304
8917	0.012	0.001	0.031	0.018	4.942	-0.609
8937	0.012	0.013	-0.130	0.036	4.941	0.000
8957	0.013	0.017	0.020	0.023	4.947	0.303
8977	0.013	-0.008	0.019	0.026	4.942	0.000
8997	0.013	-0.001	0.014	0.029	4.944	0.304
9017	0.014	0.009	0.023	0.008	4.944	0.608
9037	0.014	0.015	0.016	0.015	4.947	0.607
9057	0.015	-0.006	0.010	0.025	4.944	0.000
9077	0.015	0.022	0.008	0.015	4.946	0.304
9097	0.015	-0.004	0.004	0.018	4.944	0.304
9117	0.016	0.010	0.033	0.011	4.946	0.608
9137	0.016	0.015	0.033	0.013	4.949	0.000
9157	0.017	-0.005	0.011	0.017	4.944	-0.303
9177	0.017	-0.002	0.005	0.026	4.942	-0.608
9197	0.017	0.022	-0.002	0.049	4.944	-0.608
9217	0.018	-0.001	0.006	0.021	4.946	-0.305
9237	0.018	0.003	0.032	0.005	4.949	0.654
9257	0.019	0.015	0.007	0.006	4.944	0.000
9277	0.019	0.019	0.025	0.011	4.949	0.607
9297	0.019	0.024	0.055	0.014	4.949	0.304
9317	0.020	-0.001	0.023	0.012	4.947	0.000
9337	0.020	-0.007	0.005	0.014	4.946	0.304
9357	0.021	0.046	0.009	0.039	4.944	0.303
9377	0.021	0.028	0.010	0.027	4.947	-0.304
9397	0.021	-0.005	-0.006	0.176	4.947	0.608
9417	0.022	0.050	-0.061	0.014	4.947	0.304
9437	0.022	0.028	-0.010	0.010	4.944	0.304
9457	0.023	0.039	0.011	0.007	4.946	-0.980
9477	0.023	0.003	0.010	0.029	4.947	0.304
9497	0.023	0.022	-0.003	0.044	4.950	0.000
9517	0.024	-0.005	0.007	0.020	4.947	0.000
9537	0.024	0.024	-0.015	0.047	4.952	0.304
9557	0.025	0.004	0.003	0.132	4.952	0.000
9577	0.025	0.017	0.006	0.030	4.953	0.655
9597	0.025	-0.127	-0.127	0.032	4.952	0.000
9617	0.026	0.011	0.009	0.014	4.950	-0.304
9637	0.026	0.036	0.016	0.051	4.955	0.304
9657	0.027	0.034	-0.008	0.048	4.955	-1.213
9677	0.027	0.021	-0.002	0.042	4.958	0.000
9697	0.027	0.025	-0.006	0.053	4.952	-0.607
9717	0.028	0.028	0.029	0.018	4.958	0.000
9737	0.028	0.006	0.020	0.008	4.953	-0.608
9757	0.029	0.001	0.025	0.007	4.947	0.303
9777	0.029	0.048	0.017	0.052	4.952	0.304
9797	0.029	0.015	0.023	0.028	4.953	-0.304
9817	0.030	-0.007	0.022	0.015	4.958	0.304
9837	0.030	0.018	-0.016	0.041	4.955	0.000
9857	0.031	0.028	-0.012	0.021	4.958	0.303
9877	0.031	0.224	0.177	0.086	4.953	0.000
9897	0.031	0.008	-0.017	0.036	4.955	-0.913
9917	0.032	-0.003	-0.007	0.030	4.952	0.000
9937	0.032	0.027	-0.003	0.045	4.958	0.608
9957	0.033	0.011	0.008	0.032	4.956	-0.304
9977	0.033	0.008	0.027	0.010	4.958	0.608
9997	0.033	-0.131	-0.170	0.061	4.956	0.304
10017	0.034	0.024	0.002	0.038	4.962	0.000
10037	0.034	0.036	0.041	0.037	4.964	0.304
10057	0.035	0.044	0.015	0.037	4.967	0.607
10077	0.035	0.015	0.021	0.015	4.970	0.000
10097	0.035	0.027	0.032	0.021	4.970	0.327
10117	0.036	0.028	0.028	0.042	4.970	0.304
10137	0.036	0.046	0.013	0.060	4.973	0.608
10157	0.037	0.052	-0.018	0.046	4.970	-0.304
10177	0.037	0.183	0.256	0.026	4.979	0.304
10197	0.037	0.046	-0.016	0.049	4.979	0.000
10217	0.038	0.028	-0.012	0.019	4.978	-0.607
10237	0.038	0.044	0.011	0.024	4.975	0.000
10257	0.039	0.039	0.007	0.054	4.984	0.304
10277	0.039	0.066	-0.037	0.104	4.982	0.000
10297	0.039	0.150	0.211	0.020	4.982	0.000
10317	0.040	0.032	0.022	0.033	4.978	-0.304
10337	0.040	0.042	0.011	0.056	4.979	0.000
10357	0.041	0.036	0.027	0.013	4.982	-0.303
10377	0.041	0.051	-0.004	0.076	4.987	1.217
10397	0.041	0.036	0.018	0.043	4.996	0.000
10417	0.042	0.033	0.028	0.161	4.998	0.310
10437	0.042	-0.008	0.016	0.030	5.004	0.620
10457	0.043	0.039	0.022	0.219	5.001	0.310
10477	0.043	0.060	-0.017	0.051	5.002	-0.620
10497	0.043	0.004	-0.019	0.035	5.005	-0.310
10517	0.044	0.037	0.029	0.058	5.010	0.620
10537	0.044	0.054	0.012	0.036	5.028	0.923
10557	0.045	0.027	0.022	0.049	5.038	0.000
10577	0.045	0.021	-0.009	0.015	5.054	1.241
10597	0.045	0.039	0.012	0.027	5.111	3.647
10617	0.046	0.027	0.040	0.061	5.240	7.136
10637	0.046	0.034	0.021	0.055	5.311	2.783
10657	0.047	0.054	-0.009	0.072	5.297	-1.238
10677	0.047	0.014	0.058	0.029	5.306	0.310
10697	0.047	0.028	-0.003	0.050	5.305	0.288
10717	0.048	0.036	0.013	0.039	5.305	0.000
10737	0.048	0.021	0.072	0.017	5.314	-0.310
10757	0.049	0.027	0.018	0.184	5.311	0.305
10777	0.049	0.089	-0.010	0.057	5.312	0.308
10797	0.049	0.031	-0.004	0.192	5.306	-0.305
10817	0.050	0.052	0.010	0.052	5.308	0.000
10837	0.050	0.044	-0.001	0.025	5.309	0.000
10857	0.051	0.049	-0.012	0.042	5.311	0.000
10877	0.051	0.061	-0.019	0.051	5.309	0.330
10897	0.051	0.047	0.000	0.030	5.309	0.000
10917	0.052	0.057	0.000	0.045	5.312	0.306
10937	0.052	0.068	0.002	0.053	5.312	0.000
10957	0.053	0.062	0.002	0.046	5.311	0.305
10977	0.053	0.034	0.012	0.019	5.309	0.000
10997	0.053	0.057	-0.020	0.041	5.312	0.305
11017	0.054	0.055	0.010	0.069	5.314	0.310
11037	0.054	0.053	0.011	0.071	5.314	0.310
11057	0.055	0.034	0.022	0.057	5.312	-0.309
11077	0.055	0.047	0.012	0.069	5.314	0.310
11097	0.055	0.033	-0.007	0.056	5.311	-0.286
11117	0.056	0.048	0.014	0.066	5.318	0.621
11137	0.056	0.051	-0.011	0.042	5.312	0.309
11157	0.057	0.038	0.016	0.068	5.326	0.619
11177	0.057	-0.062	0.049	0.073	5.332	0.000
11197	0.057	0.011	0.043	0.066	5.378	3.647
11217	0.058	0.042	0.058	0.037	5.492	6.503
11237	0.058	0.040	0.035	0.067	5.588	3.720
11257	0.059	0.044	0.034	0.058	5.705	7.589
11277	0.059	0.109	-0.018	0.066	5.898	9.663
11297	0.059	0.049	-0.012	0.051	6.098	10.509
11317	0.060	0.016	-0.070	0.081	0.067	12.562
11337	0.060	0.025	-0.039	0.173	0.238	5.676
11357	0.061	0.040	-0.028	0.052	0.290	2.080
11377	0.061	0.042	-0.032	0.035	0.337	2.551
11397	0.061	0.096	-0.069	0.109	0.390	2.961
11417	0.062	0.006	-0.021	0.059	0.462	3.260
11437	0.062	0.045	-0.022	0.084	0.494	1.602
11457	0.063	0.140	-0.013	0.052	0.515	0.947
11477	0.063	0.056	-0.012	0.087	0.531	0.948
11497	0.063	0.026	-0.009	0.061	0.545	0.000
11517	0.064	0.062	-0.002	0.105	0.546	0.000
11537	0.064	0.202	-0.100	0.067	0.548	0.000
11557	0.065	0.132	0.011	0.051	0.549	0.000
11577	0.065	-0.001	-0.055	0.044	0.551	0.000
11597	0.065	0.027	-0.002	0.078	0.552	0.315
11617	0.066	0.050	-0.007	0.093	0.555	0.000
11637	0.066	0.032	-0.012	0.115	0.561	0.303
11657	0.067	0.055	-0.025	0.062	0.571	0.892
11677	0.067	0.063	-0.024	0.125	0.592	0.595
11697	0.067	0.066	0.005	0.040	0.603	0.298
11717	0.068	0.046	-0.034	0.034	0.604	0.000
11737	0.068	0.047	-0.005	0.060	0.606	0.000
11757	0.069	0.087	-0.016	0.057	0.609	0.297
11777	0.069	0.072	-0.013	0.062	0.618	0.297
11797	0.069	0.026	-0.008	0.052	0.646	1.893
11817	0.070	0.065	-0.019	0.078	0.672	1.578
11837	0.070	0.053	-0.014	0.081	0.710	2.167
11857	0.071	0.168	-0.065	0.076	0.742	1.573
11877	0.071	0.046	0.012	0.064	0.770	0.596
11897	0.071	0.056	0.007	0.069	0.793	1.184
11917	0.072	0.090	0.003	0.089	0.796	0.296
11937	0.072	0.202	-0.161	0.087	0.799	0.000
11957	0.073	0.116	0.010	0.059	0.799	-0.296
11977	0.073	0.194	-0.175	0.081	0.801	0.000
11997	0.073	0.191	-0.176	0.057	0.799	0.000
12017	0.074	0.089	0.001	0.058	0.802	0.000
12037	0.074	0.049	0.015	0.084	0.804	0.296
12057	0.075	0.049	0.010	0.052	0.804	0.000
12077	0.075	0.167	-0.114	0.063	0.804	0.000
12097	0.075	0.188	-0.130	0.092	0.804	0.000
12117	0.076	0.135	-0.069	0.085	0.805	0.000
12137	0.076	0.246	-0.175	0.120	0.805	0.000
12157	0.077	0.092	0.005	0.069	0.805	-0.315
12177	0.077	0.173	-0.084	0.120	0.805	-0.316
12197	0.077	0.100	-0.007	0.101	0.807	-0.316
12217	0.078	0.085	0.002	0.071	0.808	0.000
12237	0.078	0.113	0.008	0.117	0.807	-0.316
12257	0.079	0.085	0.008	0.056	0.810	-0.316
12277	0.079	0.124	0.011	0.116	0.810	0.000
12297	0.079	0.121	-0.000	0.089	0.815	0.316
12317	0.080	0.033	0.005	0.071	0.815	0.631
12337	0.080	0.085	0.007	0.051	0.815	0.000
12357	0.081	0.065	0.008	0.100	0.816	-0.315
12377	0.081	0.112	-0.003	0.076	0.816	-0.316
12397	0.081	0.106	0.002	0.063	0.818	-0.316
12417	0.082	0.117	-0.008	0.071	0.819	0.633
12437	0.082	0.101	0.004	0.060	0.821	0.000
12457	0.083	0.106	0.009	0.090	0.824	0.315
12477	0.083	0.086	0.024	0.072	0.841	1.186
12497	0.083	0.090	0.014	0.197	0.850	0.596
12517	0.084	0.076	-0.001	0.103	0.851	0.297
12537	0.084	-0.022	0.045	0.110	0.854	0.318
12557	0.085	0.111	0.039	0.104	0.856	-0.297
12577	0.085	0.114	0.016	0.066	0.856	0.318
12597	0.085	0.046	0.018	0.057	0.854	0.319
12617	0.086	0.089	0.009	0.116	0.854	0.297
12637	0.086	0.064	0.002	0.091	0.854	-0.297
12657	0.087	0.092	0.020	0.337	0.854	0.000
12677	0.087	0.095	0.012	0.301	0.854	-0.318
12697	0.087	0.094	0.006	0.079	0.851	-0.595
12717	0.088	0.094	0.035	0.080	0.853	0.000
12737	0.088	0.023	0.003	0.029	0.856	0.000
12757	0.089	0.085	0.036	0.028	0.853	0.595
12777	0.089	0.113	0.010	0.092	0.857	0.297
12797	0.089	0.092	-0.006	0.088	0.857	0.000
12817	0.090	0.126	0.015	0.069	0.857	0.000
12837	0.090	0.103	-0.006	0.079	0.856	-0.298
12857	0.091	0.088	-0.003	0.087	0.857	0.000
12877	0.091	0.112	-0.006	0.095	0.857	-0.298
12897	0.091	0.095	-0.005	0.114	0.857	0.000
12917	0.092	0.129	-0.016	0.087	0.857	0.318
12937	0.092	0.010	0.006	0.042	0.861	0.596
12957	0.093	0.102	0.015	0.087	0.862	0.594
12977	0.093	0.116	-0.008	0.109	0.874	0.318
12997	0.093	0.049	-0.011	0.078	0.890	0.928
13017	0.094	0.095	-0.012	0.068	0.900	0.620
