--- Terminal on /dev/ttyUSB0 | 115200 8-N-1
--- Available filters and text transformations: colorize, debug, default, direct, esp32_exception_decoder, hexlify, log2file, nocontrol, printable, send_on_enter, time
--- More details at https://bit.ly/pio-monitor-filters
--- Quit: Ctrl+C | Menu: Ctrl+T | Help: Ctrl+T followed by Ctrl+H
MOT: Init
MOT: Enable driver.
MOT: Align sensor.
MOT: sensor_direction==CW
MOT: PP check: OK!
MOT: Zero elec. angle: 3.67
MOT: Align current sense.
CS: Inv B
MOT: Success: 3
MOT: Ready.
MOT: Monitor enabled!
ESP32-DRV: Configuring 3PWM in group: 1 on timer: 0
ESP32-DRV: Configuring 2 operators.
ESP32-DRV: Configuring 3 comparators.
ESP32-DRV: Configuring 3 generators.
ESP32-DRV: Configuring center-aligned pwm.
ESP32-DRV: Enabling timer: 0
ESP32-DRV: MCPWM configured!
MOT: Init
MOT: Enable driver.
MOT: Align sensor.
MOT: sensor_direction==CW
MOT: PP check: OK!
MOT: Zero elec. angle: 0.67
MOT: Align current sense.
CS: Inv B
MOT: Success: 3
MOT: Ready.
0	-1.000	-0.112	0.067	0.085	6.239	0.000	-0.046	-0.108	0.121	1.881	0.035
16723	-1.000	-0.537	0.352	0.669	5.663	-41.282	-1.101	0.039	1.145	1.325	-37.211
16743	-1.000	-0.331	0.313	0.475	4.826	-42.639	0.072	1.031	1.025	0.647	-35.368
16763	-1.000	-0.739	0.626	0.906	4.099	-34.648	0.694	1.047	1.306	6.222	-36.156
16783	-1.000	-0.875	0.592	1.000	3.537	-29.061	-0.819	0.992	1.337	5.535	-36.198
16803	-1.000	-0.865	0.673	1.092	2.988	-31.384	-1.286	-0.496	1.418	4.886	-34.332
16823	-1.000	-0.636	0.525	0.871	2.376	-33.805	-0.705	-0.854	1.142	4.248	-34.451
16843	-1.000	-0.764	0.620	0.940	1.786	-29.717	0.119	-1.173	1.225	3.560	-35.633
16863	-1.000	-0.776	0.423	0.928	1.348	-22.457	0.017	1.028	1.049	2.836	-38.765
16883	-1.000	-0.909	0.373	0.964	0.979	-19.190	0.974	-0.438	1.071	2.068	-37.781
16903	-1.000	-0.851	0.422	0.974	0.620	-19.365	-1.267	-0.335	1.350	1.359	-36.913
16923	-1.000	-0.795	0.616	0.919	0.169	-26.265	1.176	-0.375	1.326	0.686	-35.941
16943	-1.000	-0.495	0.604	0.852	5.811	-38.372	1.224	0.296	1.324	0.017	-36.544
16963	-1.000	-0.395	0.361	0.556	4.992	-43.679	0.405	-1.147	1.265	5.616	-36.053
16983	-1.000	-0.737	0.457	0.893	4.249	-35.642	-0.730	-0.998	1.295	4.958	-34.895
17003	-1.000	-0.911	0.568	0.978	3.639	-29.151	-0.237	-1.216	1.300	4.294	-34.174
17023	-1.000	-0.815	0.498	0.932	3.108	-30.188	1.140	-0.400	1.262	3.628	-36.205
17043	-1.000	-0.689	0.636	0.887	2.487	-33.831	0.552	0.804	0.953	2.916	-38.602
17063	-1.000	-0.840	0.524	0.955	1.888	-30.165	-0.591	0.986	1.215	2.183	-34.036
17083	-1.000	-0.854	0.469	0.959	1.425	-23.399	0.232	-1.081	1.134	1.482	-36.700
17103	-1.000	-0.872	0.433	0.990	1.055	-19.019	-0.536	1.247	1.409	0.781	-35.272
17123	-1.000	-0.925	0.488	0.960	0.693	-18.934	0.872	-0.632	1.088	0.097	-36.695
17143	-1.000	-0.890	0.454	0.939	0.275	-24.127	-0.874	0.613	1.082	5.691	-36.552
17163	-1.000	-0.702	0.341	0.822	5.958	-36.467	-1.035	-0.412	1.135	5.016	-34.042
17183	-1.000	-0.157	0.421	0.429	5.123	-44.227	0.373	1.144	1.232	4.392	-33.786
17203	-1.000	-0.653	0.384	0.781	4.350	-37.135	1.041	-0.434	1.151	3.766	-35.084
17223	-1.000	-0.839	0.557	0.942	3.723	-29.267	1.057	0.318	1.163	3.039	-37.861
17243	-1.000	-0.868	0.579	1.032	3.194	-29.346	-1.006	0.656	1.268	2.296	-38.846
17263	-1.000	-0.669	0.718	0.957	2.592	-34.188	-0.789	-0.787	1.085	1.600	-36.835
17283	-1.000	-0.806	0.407	0.911	1.982	-32.094	0.149	-1.119	1.164	0.910	-35.992
17303	-1.000	-1.002	0.392	0.964	1.470	-23.242	1.215	0.299	1.296	0.224	-35.384
17323	-1.000	-0.981	0.466	0.965	1.081	-19.238	-1.216	-0.211	1.336	5.818	-36.418
17343	-1.000	-0.903	0.391	0.946	0.727	-19.682	1.233	0.644	1.423	5.165	-34.241
17363	-1.000	-0.898	0.391	0.996	0.319	-23.723	-1.141	-0.200	1.174	4.528	-34.108
17383	-1.000	-0.648	0.645	0.912	6.016	-35.390	-0.503	-1.019	1.261	3.859	-34.418
17403	-1.000	-0.224	0.418	0.451	5.217	-44.506	-1.159	0.182	1.212	3.175	-37.770
17423	-1.000	-0.619	0.486	0.818	4.438	-38.567	-0.830	0.554	0.976	2.430	-39.920
17443	-1.000	-0.809	0.414	0.922	3.792	-30.537	-0.839	-0.610	1.082	1.675	-37.010
17463	-1.000	-0.770	0.478	0.946	3.255	-28.747	0.730	-1.008	1.286	0.986	-35.220
17483	-1.000	-0.610	0.456	0.840	2.661	-33.392	1.057	-0.300	1.102	0.347	-35.529
17503	-1.000	-0.860	0.662	1.102	2.033	-32.322	1.091	0.217	1.137	5.952	-36.149
17523	-1.000	-0.856	0.484	0.972	1.539	-25.206	-0.538	1.032	1.197	5.283	-34.964
17543	-1.000	-1.040	0.577	0.942	1.150	-19.006	-0.056	-1.049	1.054	4.653	-34.181
17563	-1.000	-0.867	0.381	0.952	0.782	-19.335	0.174	1.143	1.201	3.999	-34.492
17583	-1.000	-0.855	0.391	0.953	0.391	-22.824	-0.007	-1.029	0.959	3.313	-37.074
17603	-1.000	-0.654	0.616	0.890	6.119	-32.739	1.016	0.517	1.170	2.569	-39.287
17623	-1.000	-0.436	0.549	0.700	5.343	-43.862	1.138	0.114	1.178	1.848	-37.342
17643	-1.000	-0.495	0.412	0.701	4.545	-40.775	0.618	-1.003	1.231	1.146	-36.552
17663	-1.000	-0.765	0.519	0.925	3.902	-30.431	0.837	-0.851	1.236	0.474	-35.336
17683	-1.000	-0.764	0.518	0.926	3.324	-29.094	0.815	0.773	1.147	6.048	-36.467
17703	0.000	-0.691	0.420	0.827	2.741	-32.947	-0.384	1.226	1.337	5.352	-35.591
17723	0.000	-0.002	0.113	0.115	3.016	27.837	-0.009	-0.026	0.027	5.332	5.325
17743	0.000	-0.069	0.062	0.022	3.435	18.822	-0.028	-0.003	0.029	5.303	-2.354
17763	0.000	-0.018	-0.028	0.151	3.651	8.608	0.035	0.005	0.038	5.265	-1.485
17783	0.000	0.011	-0.044	0.063	3.764	6.243	0.098	0.020	0.029	5.278	1.486
17803	0.000	-0.021	-0.045	0.029	3.873	3.597	0.021	0.031	0.044	5.275	0.299
17823	0.000	0.027	0.007	0.042	3.859	-1.488	-0.070	-0.008	0.082	5.272	-0.597
17843	0.000	-0.002	-0.033	0.011	3.856	0.302	0.010	-0.005	0.079	5.275	0.302
17863	0.000	-0.005	-0.030	0.027	3.853	-0.905	0.005	0.004	0.019	5.272	-0.302
17883	0.000	-0.074	-0.044	0.055	3.852	0.603	-0.008	-0.029	0.029	5.281	0.604
17903	0.000	0.022	-0.020	0.046	3.861	1.055	0.036	0.048	0.011	5.272	-0.352
17923	0.000	0.053	-0.108	0.032	3.841	-2.413	0.006	-0.006	0.020	5.274	-0.302
17943	0.000	0.056	0.001	0.027	3.832	0.906	0.007	0.018	0.073	5.277	0.302
17963	0.000	-0.011	-0.031	0.030	3.835	0.000	0.000	-0.012	0.014	5.274	0.000
17983	0.000	-0.023	-0.045	0.017	3.833	-0.302	-0.007	-0.005	0.005	5.274	-0.302
18003	0.000	-0.004	-0.041	0.004	3.843	0.906	-0.004	0.041	0.019	5.271	-0.604
18023	0.000	0.009	-0.002	0.021	3.841	-0.352	0.010	-0.000	0.003	5.291	0.000
18043	0.000	0.009	-0.045	0.019	3.843	0.000	-0.013	-0.031	0.033	5.274	-0.302
18063	0.000	0.012	-0.019	0.012	3.843	-0.302	0.003	0.009	0.026	5.277	0.302
18083	0.000	-0.005	-0.011	0.037	3.843	0.000	-0.002	0.023	0.057	5.274	-0.352
18103	0.000	0.015	-0.015	0.040	3.838	0.302	0.026	0.017	0.035	5.278	0.000
18123	0.000	0.009	-0.009	0.022	3.833	-0.302	-0.009	-0.033	0.030	5.275	-0.302
18143	0.000	0.281	0.155	0.115	3.843	0.352	-0.009	0.024	0.116	5.275	-0.352
18163	0.000	-0.013	-0.012	0.022	3.853	-0.604	-0.007	-0.005	0.012	5.274	0.604
18183	0.000	-0.037	0.011	0.065	3.853	-0.302	0.007	-0.005	0.014	5.275	0.604
18203	0.000	-0.017	-0.020	0.013	3.835	-0.352	-0.008	0.021	0.022	5.275	0.352
18223	0.000	-0.011	-0.040	0.009	3.847	1.208	0.012	-0.011	0.018	5.274	0.302
18243	0.000	-0.020	-0.008	0.029	3.835	-0.302	-0.006	0.022	0.027	5.275	0.604
18263	0.000	0.020	-0.023	0.058	3.852	1.055	0.026	0.009	0.025	5.272	-0.352
18283	0.000	0.098	-0.132	0.011	3.875	0.297	0.002	-0.031	0.043	5.274	-0.594
18303	0.000	-0.016	-0.009	0.013	3.843	-2.717	-0.026	0.005	0.026	5.269	0.000
18323	0.000	-0.031	-0.027	0.028	3.823	-0.604	0.030	0.016	0.061	5.274	0.000
18343	0.000	0.016	-0.040	0.023	3.830	0.603	-0.021	-0.036	0.013	5.262	-0.905
18363	0.000	-0.020	-0.028	0.017	3.838	-0.604	-0.005	-0.001	0.012	5.272	0.302
18383	0.000	-0.016	-0.010	0.049	3.833	0.000	0.029	0.011	0.019	5.272	0.604
18403	0.000	-0.021	-0.035	0.014	3.806	0.302	0.006	-0.006	0.107	5.272	0.604
18423	0.000	-0.018	-0.028	0.011	3.810	0.000	0.020	0.093	0.029	5.268	-0.603
18443	0.000	0.018	-0.032	0.020	3.812	0.000	-0.044	-0.032	0.054	5.272	-0.604
18463	0.000	0.006	-0.042	0.018	3.812	0.000	-0.014	-0.019	0.037	5.271	0.352
18483	0.000	0.007	-0.037	0.027	3.812	0.000	-0.010	-0.033	0.027	5.288	0.000
18503	0.000	0.011	-0.035	0.031	3.813	0.000	0.016	-0.034	0.039	5.277	0.000
18523	0.000	-0.027	-0.032	0.010	3.807	-0.905	0.031	0.008	0.031	5.278	0.000
18543	0.000	-0.018	-0.037	0.006	3.810	0.302	0.012	0.099	0.029	5.278	-0.302
18563	0.000	0.032	-0.023	0.023	3.818	0.604	0.022	-0.048	0.051	5.277	0.000
18583	0.000	-0.027	-0.032	0.010	3.810	-0.905	0.005	0.001	0.026	5.275	-0.603
18603	0.000	0.008	-0.037	0.020	3.812	0.000	-0.013	-0.030	0.030	5.280	0.302
18623	0.000	0.010	-0.013	0.038	3.817	0.603	0.029	-0.021	0.030	5.277	0.000
18643	0.000	-0.027	-0.032	0.010	3.810	-0.302	-0.015	0.011	0.027	5.266	-1.207
18663	0.000	-0.034	-0.040	0.030	3.813	0.000	0.019	-0.025	0.028	5.257	1.508
18683	0.000	-0.007	-0.037	0.070	3.812	0.302	-0.033	-0.029	0.009	5.286	0.000
18703	-1.000	0.013	-0.032	0.019	3.820	0.000	-0.006	0.021	0.022	5.269	-0.704
18723	-1.000	-0.940	0.720	1.232	3.369	-29.317	-1.086	-0.322	1.156	4.717	-35.220
18743	-1.000	-0.589	0.481	0.866	2.780	-33.030	-0.656	-0.887	1.121	4.059	-34.545
18763	-1.000	-0.762	0.546	0.925	2.154	-32.475	-0.152	-1.005	1.023	3.393	-36.257
18783	-1.000	-0.840	0.530	0.981	1.614	-25.734	1.099	0.150	1.121	2.654	-38.719
18803	-1.000	-0.864	0.435	0.932	1.213	-20.627	-1.113	-0.493	1.323	1.931	-37.221
18823	-1.000	-0.919	0.374	0.966	0.862	-18.615	0.569	1.059	1.255	1.239	-35.850
18843	-1.000	-0.835	0.445	0.937	0.471	-21.719	0.003	-1.055	1.043	0.541	-35.667
18863	-1.000	-0.785	0.525	0.929	6.245	-30.632	0.986	0.506	1.151	6.145	-35.737
18883	-1.000	-0.269	0.440	0.502	5.510	-42.065	1.220	-0.040	1.261	5.469	-35.264
18903	-1.000	-0.592	0.715	0.927	4.696	-42.429	-0.639	-0.897	1.126	4.838	-33.460
18923	-1.000	-0.706	0.565	0.914	4.005	-32.632	-1.201	-0.259	1.243	4.200	-33.838
18943	-1.000	-0.736	0.577	0.816	3.447	-29.021	-0.264	-1.188	1.273	3.524	-35.791
18963	-1.000	-0.808	0.767	1.124	2.888	-32.329	1.036	0.207	1.060	2.807	-39.030
18983	-1.000	-0.662	0.464	0.864	2.275	-33.470	-0.013	1.059	1.075	2.062	-37.942
19003	-1.000	-0.745	0.538	0.928	1.704	-27.599	-1.237	0.311	1.337	1.355	-36.530
19023	-1.000	-0.898	0.440	1.039	1.276	-22.007	0.885	-0.796	1.308	0.680	-36.057
19043	-1.000	-1.015	0.328	1.005	0.911	-18.492	-1.040	0.183	1.057	6.268	-36.325
19063	-1.000	-0.851	0.432	0.931	0.538	-20.133	1.060	0.444	1.163	5.573	-36.066
19083	-1.000	-0.938	0.448	0.922	0.055	-28.921	-0.731	0.875	1.166	4.923	-34.239
19103	-1.000	-0.597	0.576	0.866	5.642	-41.084	-0.064	1.194	1.275	4.304	-33.720
19123	-1.000	-0.471	0.303	0.569	4.812	-43.311	0.929	-0.532	1.081	3.675	-35.247
19143	-1.000	-0.734	0.653	1.009	4.102	-32.871	0.648	-0.960	1.193	2.961	-38.513
19163	-1.000	-0.895	0.582	1.065	3.548	-29.093	0.548	0.983	1.154	2.232	-39.794
19183	-1.000	-0.807	0.677	1.018	2.979	-31.644	-1.073	-0.006	1.082	1.485	-36.960
19203	-1.000	-0.712	0.442	0.870	2.355	-33.759	-0.971	-0.790	1.294	0.793	-35.529
19223	-1.000	-0.701	0.531	0.911	1.766	-28.853	-0.312	-1.029	1.195	0.150	-35.073
19243	-1.000	-0.848	0.485	0.901	1.327	-22.668	0.862	0.762	1.190	5.752	-36.396
19263	-1.000	-0.886	0.360	0.930	0.973	-19.727	-0.690	-0.936	1.197	5.096	-33.859
19283	-1.000	-1.178	0.358	0.943	0.615	-19.234	0.963	0.700	1.250	4.475	-33.193
19303	-1.000	-0.809	0.432	0.932	0.153	-27.095	-1.094	0.638	1.314	3.840	-34.768
19323	-1.000	-0.574	0.429	0.737	5.755	-39.516	-1.123	0.428	1.245	3.142	-36.623
19343	-1.000	-0.255	0.225	0.378	4.923	-43.389	-0.159	1.140	1.181	2.408	-38.719
19363	-1.000	-0.704	0.626	0.914	4.189	-35.175	0.008	1.051	1.056	1.697	-37.211
19383	-1.000	-0.890	0.535	0.957	3.620	-29.162	-1.081	0.179	1.120	1.008	-36.006
19403	-1.000	-0.855	0.586	0.966	3.077	-30.092	-0.358	-1.210	1.317	0.318	-35.996
19423	-1.000	-0.705	0.446	0.843	2.464	-33.873	0.332	-1.105	1.193	5.944	-37.196
19443	-1.000	-0.863	0.610	1.046	1.836	-29.869	0.893	-0.694	1.180	5.251	-34.594
19463	-1.000	-0.899	0.445	0.915	1.388	-22.559	0.414	1.028	1.121	4.637	-33.567
19483	-1.000	-0.894	0.383	0.961	1.025	-19.716	-0.876	-0.861	1.271	4.008	-34.904
19503	-1.000	-0.890	0.450	0.926	0.669	-19.534	0.436	1.031	1.161	3.327	-36.785
19523	-1.000	-0.851	0.443	0.994	0.233	-25.192	-0.344	-1.224	1.321	2.588	-38.669
19543	-1.000	-0.459	0.432	0.777	5.900	-37.137	1.026	-0.336	1.109	1.871	-36.802
19563	-1.000	-0.345	0.621	0.695	5.050	-43.336	0.049	-1.139	1.179	1.137	-36.502
19583	-1.000	-0.644	0.715	0.928	4.307	-37.305	-0.783	-0.760	1.114	0.463	-35.743
19603	-1.000	-0.839	0.553	0.987	3.723	-29.864	0.407	-0.992	1.087	6.055	-36.101
19623	-1.000	-0.488	0.530	0.876	3.172	-30.024	1.317	0.321	1.397	5.358	-35.232
19643	-1.000	-0.676	0.545	0.850	2.566	-34.219	0.646	0.925	1.168	4.717	-34.188
19663	-1.000	-0.867	0.662	1.011	1.931	-30.579	0.368	1.108	1.213	4.039	-34.728
19683	-1.000	-0.763	0.447	0.948	1.463	-23.982	-1.144	-0.112	1.187	3.373	-36.707
19703	0.000	-0.901	0.399	1.027	1.083	-19.515	0.803	0.601	0.987	2.646	-38.809
19723	0.000	0.034	0.006	0.024	1.491	36.552	0.008	-0.021	0.026	2.534	1.198
19743	0.000	0.057	0.190	0.211	2.145	31.131	0.018	-0.042	0.037	2.516	-1.370
19763	0.000	-0.020	0.078	0.065	2.612	19.230	0.016	0.054	0.068	2.505	-0.591
19783	0.000	0.019	0.046	0.093	2.916	12.680	-0.020	-0.043	0.050	2.480	-1.178
19803	0.000	-0.011	0.010	0.011	3.048	4.752	-0.017	0.028	0.033	2.411	-4.752
19823	0.000	0.005	-0.022	0.031	3.135	3.861	0.044	-0.012	0.028	2.376	0.594
19843	0.000	0.067	-0.038	0.049	3.183	2.424	0.002	-0.002	0.119	2.396	1.039
19863	0.000	-0.030	-0.027	0.034	3.232	2.091	-0.048	-0.040	0.037	2.387	-0.598
19883	0.000	0.027	-0.021	0.016	3.231	-0.302	0.057	0.036	0.022	2.393	0.604
19903	0.000	-0.026	-0.016	0.020	3.227	0.302	0.042	-0.020	0.030	2.393	0.000
19923	0.000	0.010	-0.015	0.038	3.224	0.000	-0.126	-0.051	0.010	2.391	-0.292
19943	0.000	-0.014	-0.028	0.004	3.252	0.905	-0.005	-0.019	0.020	2.393	0.000
19963	0.000	0.174	0.064	0.021	3.235	-0.906	-0.021	-0.039	0.043	2.388	0.604
19983	0.000	-0.007	0.001	0.052	3.247	0.599	0.070	-0.006	0.075	2.387	0.300
20003	0.000	0.008	-0.029	0.019	3.238	-0.603	0.008	0.001	0.055	2.393	-0.603
20023	0.000	0.008	-0.030	0.020	3.244	-0.302	0.004	0.010	0.011	2.390	0.604
20043	0.000	-0.022	-0.003	0.005	3.238	-0.603	0.004	0.017	0.013	2.395	0.000
20063	0.000	-0.020	-0.040	0.005	3.238	-0.302	0.009	0.039	0.046	2.391	0.000
20083	0.000	-0.024	-0.030	0.008	3.235	-0.302	-0.000	0.007	0.009	2.393	0.603
20103	0.000	-0.167	-0.111	0.041	3.241	0.603	-0.010	-0.043	0.038	2.395	0.604
20123	0.000	-0.002	-0.014	0.024	3.238	-0.351	0.006	0.013	0.022	2.381	-1.053
20143	0.000	-0.023	-0.038	0.013	3.235	0.302	-0.002	-0.014	0.089	2.388	0.302
20163	0.000	-0.023	-0.060	0.014	3.241	0.000	0.092	0.046	0.011	2.388	1.180
20183	0.000	0.003	-0.002	0.028	3.238	0.000	0.008	0.012	0.020	2.398	-0.302
20203	0.000	-0.002	0.001	0.043	3.237	-0.702	-0.028	0.002	0.037	2.384	-0.702
20223	0.000	0.109	0.039	0.008	3.240	0.604	-0.107	-0.042	0.040	2.390	0.604
20243	0.000	-0.001	-0.015	0.030	3.238	0.302	-0.019	-0.027	0.044	2.391	0.302
20263	0.000	0.023	-0.041	0.045	3.240	0.000	-0.030	-0.038	0.039	2.385	-0.604
20283	0.000	0.164	0.083	0.002	3.240	-0.302	-0.028	-0.037	0.054	2.390	-0.302
20303	0.000	-0.016	-0.027	0.031	3.237	0.906	0.033	-0.019	0.029	2.407	0.000
20323	0.000	-0.024	-0.024	0.029	3.232	-0.603	0.003	-0.004	0.006	2.398	-0.302
