0.10	-0.00501	0.00518	-0.00501	0.00518
0.10	0.00477	0.00501	0.00226	0.00505
0.10	0.01693	-0.01317	0.01328	-0.00863
0.10	0.05075	0.01202	0.04140	0.00687
0.10	0.04567	0.00793	0.04460	0.00766
0.10	0.01670	0.01046	0.02358	0.00977
0.10	0.02029	0.01984	0.02111	0.01733
0.10	0.05379	0.00292	0.04560	0.00653
0.10	0.04837	0.00232	0.04768	0.00336
0.10	0.00340	0.01134	0.01449	0.00934
0.10	0.03698	0.01727	0.03141	0.01530
0.10	0.04639	0.00682	0.04266	0.00893
0.10	-0.06471	-0.10067	-0.03805	-0.07345
0.10	0.04021	0.02059	0.02054	-0.00304
0.10	0.05772	0.00476	0.04842	0.00281
0.10	0.01804	0.04804	0.02551	0.03691
0.10	0.01965	0.01116	0.02112	0.01764
0.10	-0.00066	-0.00852	0.00477	-0.00201
0.10	0.07125	-0.02611	0.05468	-0.02010
0.10	0.09252	-0.03210	0.08321	-0.02915
0.10	-0.02078	0.01019	0.00522	0.00035
0.10	0.05617	0.04382	0.04349	0.03301
0.10	0.05767	0.03545	0.05411	0.03484
0.10	0.01465	0.02787	0.02442	0.02960
0.10	0.00040	0.04002	0.00639	0.03742
0.10	0.04794	0.02455	0.03763	0.02775
0.10	0.05705	-0.00836	0.05220	0.00065
0.10	0.12256	-0.13176	0.10504	-0.09878
0.10	0.03587	0.02853	0.05302	-0.00303
0.10	0.10907	0.08449	0.09504	0.06260
0.10	0.04404	0.00194	0.05677	0.01707
0.10	0.02017	0.01312	0.02920	0.01410
0.10	0.02622	0.01022	0.02696	0.01119
0.10	0.06330	0.00099	0.05421	0.00354
0.10	0.00653	0.00707	0.01842	0.00619
0.10	0.05691	0.00201	0.04739	0.00304
0.10	0.04055	-0.00681	0.04227	-0.00434
0.10	0.04537	0.02397	0.04461	0.01702
0.10	0.02247	0.00387	0.02802	0.00716
0.10	-0.00586	-0.02214	0.00257	-0.01485
0.10	0.05872	-0.03224	0.04468	-0.02789
0.10	0.03359	-0.00233	0.03636	-0.00871
0.10	-0.00378	-0.01455	0.00610	-0.01311
0.10	0.03911	-0.00049	0.03081	-0.00366
0.10	0.06880	-0.01639	0.05931	-0.01321
0.10	-0.01273	-0.02544	0.00505	-0.02242
0.10	0.01396	0.04227	0.01175	0.02621
0.10	0.05170	-0.01184	0.04172	-0.00233
0.10	0.06336	-0.01583	0.05793	-0.01245
0.10	-0.01398	-0.06941	0.00393	-0.05523
0.10	0.02721	-0.04623	0.02141	-0.04847
0.10	0.09756	0.02219	0.07873	0.00471
0.10	0.04656	0.00069	0.05461	0.00169
0.10	0.02456	-0.02044	0.03204	-0.01493
0.10	0.04928	-0.03461	0.04499	-0.02971
0.10	0.06526	-0.01026	0.06025	-0.01506
0.10	0.04364	-0.01400	0.04780	-0.01426
0.10	0.05355	-0.02586	0.05212	-0.02296
0.10	0.01529	-0.02149	0.02445	-0.02186
0.10	0.05691	-0.00691	0.04880	-0.01065
0.10	0.05182	0.00771	0.05108	0.00318
0.10	0.01265	-0.01359	0.02223	-0.00941
0.10	0.02677	-0.01994	0.02564	-0.01732
0.10	0.05879	-0.00202	0.05050	-0.00585
0.10	0.03421	-0.00577	0.03823	-0.00579
0.10	0.02343	-0.01631	0.02712	-0.01368
0.10	0.06131	-0.00623	0.05272	-0.00810
0.10	0.05559	-0.01891	0.05488	-0.01623
0.10	0.00472	-0.00937	0.01717	-0.01108
0.10	0.01557	-0.00587	0.01597	-0.00716
0.10	0.04911	0.01020	0.04085	0.00587
0.10	0.02867	-0.01442	0.03171	-0.00936
0.10	0.03263	0.00526	0.03240	0.00160
0.10	0.02675	0.00353	0.02814	0.00306
0.10	0.05390	0.03712	0.04745	0.02859
0.10	0.02027	0.02608	0.02706	0.02671
0.10	-0.00017	0.01493	0.00656	0.01784
0.10	0.03565	0.00812	0.02834	0.01056
0.10	0.04228	0.11742	0.03881	0.09080
0.10	0.04194	0.00958	0.04117	0.02965
0.10	0.03409	0.02620	0.03586	0.02706
0.10	0.06021	0.02011	0.05412	0.02185
0.10	0.02887	0.02730	0.03511	0.02595
0.10	0.01115	0.01609	0.01714	0.01856
0.10	0.03127	0.01954	0.02776	0.01930
0.10	0.05307	0.01363	0.04678	0.01503
0.10	0.02533	0.00227	0.03074	0.00549
0.10	-0.17267	-0.02928	-0.12224	-0.02066
0.10	0.02850	0.08009	-0.00910	0.05496
0.10	0.02914	0.02601	0.01969	0.03316
0.10	0.01194	0.01050	0.01387	0.01616
0.10	0.05095	-0.02072	0.04172	-0.01154
0.10	0.04070	-0.01414	0.04096	-0.01349
0.10	0.04629	0.00769	0.04495	0.00238
0.10	0.01357	0.01716	0.02128	0.01353
0.10	0.03769	-0.00082	0.03356	0.00280
0.10	0.04166	0.00328	0.03966	0.00316
0.10	0.00858	0.02518	0.01635	0.01967
0.10	-0.00542	0.01824	-0.00004	0.01859
0.10	0.04541	0.02264	0.03400	0.02162
0.10	0.08099	-0.01258	0.06934	-0.00410
0.10	0.01561	-0.00124	0.02895	-0.00195
0.10	0.05339	0.01729	0.04727	0.01247
0.10	0.06252	0.00487	0.05873	0.00676
0.10	0.04299	0.04112	0.04692	0.03255
0.10	-0.00164	0.03164	0.01035	0.03187
0.10	0.04469	0.01672	0.03612	0.02050
0.10	0.05123	-0.01843	0.04743	-0.00864
0.10	0.02192	0.01821	0.02823	0.01156
0.10	0.01507	0.01673	0.01834	0.01545
0.10	0.04076	0.03432	0.03520	0.02964
0.10	0.04498	0.00898	0.04252	0.01416
0.10	-0.00493	0.02483	0.00686	0.02218
0.10	-0.00764	-0.01159	-0.00404	-0.00320
0.10	0.05885	-0.00999	0.04319	-0.00830
0.10	0.02965	0.01635	0.03305	0.01018
0.10	0.02688	-0.00445	0.02840	-0.00086
0.10	0.03098	-0.00666	0.03033	-0.00520
0.10	0.05039	-0.00352	0.04542	-0.00394
0.10	0.01398	0.00924	0.02177	0.00597
0.10	-0.00293	-0.00027	0.00320	0.00128
