-0.00061	0.01011	-0.00061	0.01132	-0.00371	0.01071	0.00408	2.640	-0.032
0.00473	-0.00040	0.00473	0.00227	-0.00524	0.00032	0.01178	2.640	0.000
0.01443	0.00342	0.01443	0.01228	-0.01799	0.00593	0.02951	2.640	0.000
0.00386	-0.00746	0.00386	-0.00639	0.00159	-0.00730	0.00808	2.606	-2.751
0.00544	0.00103	0.00544	0.00433	-0.00683	-0.00129	0.01085	2.597	-4.176
0.00479	-0.00098	0.00479	0.00163	-0.00408	-0.00299	0.00523	2.588	-4.337
0.00554	-0.00120	0.00554	0.00181	-0.00173	-0.00557	0.00112	2.531	-4.607
0.00379	0.00339	0.00379	0.00610	-0.00570	-0.00437	0.00869	2.523	-3.466
0.00259	0.00551	0.00259	0.00786	-0.00488	-0.00668	0.00693	2.476	-3.859
-0.00085	0.00665	-0.00085	0.00719	-0.00602	-0.00401	0.00719	2.468	-3.509
0.00474	0.00472	0.00474	0.00819	-0.00240	-0.00915	0.00698	2.461	-3.562
-0.00265	0.00670	-0.00265	0.00620	-0.00458	-0.00495	0.00739	2.421	-3.240
-0.00394	0.00631	-0.00394	0.00501	-0.00516	-0.00375	0.00642	2.414	-2.755
-0.00610	0.00799	-0.00610	0.00570	-0.00530	-0.00645	0.01004	2.378	-2.979
-0.00669	-0.00016	-0.00669	-0.00405	-0.00740	0.00253	0.00670	2.370	-3.419
-0.00348	0.00562	-0.00348	0.00448	0.00015	-0.00568	0.00390	2.327	-3.460
-0.00703	0.00235	-0.00703	-0.00135	-0.00591	-0.00404	0.00391	2.318	-4.138
-0.00374	-0.00104	-0.00374	-0.00336	-0.00497	-0.00079	0.00540	2.309	-4.207
-0.00735	-0.00169	-0.00735	-0.00620	-0.00673	-0.00688	0.00800	2.253	-4.466
-0.00290	-0.00214	-0.00290	-0.00415	-0.00407	-0.00301	0.00725	2.244	-4.051
-0.00185	-0.00906	-0.00185	-0.01153	-0.00860	-0.00791	0.00801	2.194	-4.089
0.00375	-0.00574	0.00375	-0.00446	-0.00583	0.00018	0.00706	2.186	-3.388
-0.00826	-0.00469	-0.00826	-0.01018	-0.00178	-0.01299	0.00641	2.178	-3.571
0.00674	-0.00790	0.00674	-0.00523	-0.00820	-0.00237	0.00803	2.138	-3.225
0.00497	-0.00679	0.00497	-0.00497	-0.00625	-0.00321	0.00879	2.132	-2.747
0.00762	-0.00978	0.00762	-0.00689	-0.00719	-0.00734	0.00933	2.098	-2.731
0.00152	-0.00342	0.00152	-0.00307	-0.00112	-0.00324	0.01098	2.092	-2.740
0.00717	-0.00282	0.00717	0.00088	-0.00652	-0.00310	0.00752	2.052	-3.236
0.00802	0.00030	0.00802	0.00498	-0.00940	-0.00089	0.00822	2.045	-3.467
0.00473	-0.00048	0.00473	0.00217	-0.00496	-0.00156	0.00685	2.037	-3.613
0.00908	-0.00297	0.00908	0.00181	-0.00396	-0.00836	0.00693	1.983	-4.358
0.00433	0.00284	0.00433	0.00579	-0.00629	-0.00356	0.01019	1.973	-4.854
0.00455	0.01949	0.00455	0.02513	-0.02045	-0.01529	0.00146	1.919	-4.361
-0.01387	-0.01546	-0.01387	-0.02586	0.01400	0.02579	0.00078	1.908	-4.894
0.00112	0.00618	0.00112	0.00778	-0.00543	-0.00568	0.00840	1.901	-3.564
-0.00296	0.00652	-0.00296	0.00582	-0.00526	-0.00387	0.00732	1.861	-3.244
-0.01637	0.00679	-0.01637	-0.00161	-0.01446	0.00784	0.01945	1.855	-2.771
-0.00520	0.00588	-0.00520	0.00379	-0.00537	-0.00355	0.00649	1.822	-2.604
-0.00826	-0.00005	-0.00826	-0.00483	-0.00837	0.00464	0.00783	1.816	-2.750
