-0.00474	-0.00313	-0.00474	-0.00635	0.00692	-0.00386	0.00412	6.075	-0.050
0.00369	0.00001	0.00369	0.00215	-0.00425	0.00045	0.00744	6.075	0.000
0.00882	-0.00047	0.00882	0.00455	-0.00991	0.00055	0.02293	6.039	0.000
0.00142	-0.00484	0.00142	-0.00477	0.00262	-0.00423	0.00252	6.029	-3.038
-0.00058	-0.00221	-0.00058	-0.00288	0.00269	-0.00118	0.00722	6.018	-4.297
0.00153	-0.00052	0.00153	0.00028	-0.00097	-0.00121	0.00277	5.956	-4.249
0.00317	0.00090	0.00317	0.00287	-0.00231	-0.00360	0.00401	5.947	-4.712
-0.00246	0.00105	-0.00246	-0.00021	-0.00048	0.00243	0.00915	5.937	-4.326
-0.00163	0.00438	-0.00163	0.00411	-0.00442	-0.00003	0.00609	5.886	-3.657
-0.00179	0.00625	-0.00179	0.00619	-0.00509	-0.00395	0.00607	5.878	-3.986
-0.01016	0.00073	-0.01016	-0.00502	-0.00609	0.00956	0.01284	5.838	-3.045
-0.00550	0.00520	-0.00550	0.00283	-0.00577	-0.00224	0.00545	5.829	-3.134
-0.00720	0.00312	-0.00720	-0.00056	-0.00720	0.00059	0.01180	5.821	-3.649
-0.00890	-0.00073	-0.00890	-0.00598	-0.00935	0.00525	0.01916	5.775	-3.055
-0.00831	-0.00158	-0.00831	-0.00662	-0.01059	0.00093	0.01098	5.766	-3.611
-0.00467	0.00067	-0.00467	-0.00192	-0.00483	-0.00147	0.00492	5.757	-3.638
-0.00336	-0.00026	-0.00336	-0.00224	-0.00307	-0.00262	0.00279	5.700	-4.353
-0.00230	-0.00352	-0.00230	-0.00539	-0.00566	-0.00151	0.00124	5.688	-4.814
-0.00097	0.00052	-0.00097	0.00004	0.00003	-0.00097	0.00417	5.630	-4.807
-0.00512	-0.00650	-0.00512	-0.01046	-0.00556	-0.01024	0.00961	5.619	-4.475
0.00400	-0.00508	0.00400	-0.00356	-0.00532	0.00057	0.01012	5.610	-4.219
0.00256	-0.00312	0.00256	-0.00212	-0.00332	0.00013	0.01232	5.564	-3.690
0.00200	-0.00559	0.00200	-0.00530	-0.00314	-0.00471	0.00716	5.556	-3.619
-0.00138	-0.00635	-0.00138	-0.00813	0.00035	-0.00824	0.00362	5.513	-3.670
0.00309	-0.00539	0.00309	-0.00445	-0.00148	-0.00521	0.00822	5.505	-3.249
0.00560	0.00007	0.00560	0.00331	-0.00646	0.00078	0.00611	5.498	-3.048
0.00462	-0.00021	0.00462	0.00242	-0.00522	-0.00008	0.00182	5.452	-3.109
0.00315	0.00003	0.00315	0.00185	-0.00322	-0.00172	0.00277	5.439	-3.751
-0.00207	-0.00135	-0.00207	-0.00275	0.00336	0.00073	0.00410	5.429	-4.326
0.00058	0.00482	0.00058	0.00591	-0.00582	0.00116	0.00548	5.366	-4.878
0.00213	0.00320	0.00213	0.00492	-0.00379	-0.00380	0.00251	5.355	-4.847
-0.00436	-0.00026	-0.00436	-0.00282	0.00031	0.00518	0.00588	5.343	-4.940
-0.01648	0.00409	-0.01648	-0.00480	-0.01295	0.01126	0.01042	5.289	-4.460
-0.01009	0.00142	-0.01009	-0.00419	-0.00806	0.00739	0.00937	5.281	-3.055
-0.00585	0.00147	-0.00585	-0.00168	-0.00521	0.00315	0.00926	5.242	-3.050
-0.00898	0.00032	-0.00898	-0.00481	-0.00968	0.00318	0.00954	5.234	-3.142
-0.00824	0.00165	-0.00824	-0.00285	-0.00870	0.00064	0.00508	5.226	-3.034
-0.01130	-0.00266	-0.01130	-0.00960	-0.01387	0.00523	0.01205	5.183	-3.055
-0.00409	0.00135	-0.00409	-0.00080	-0.00334	-0.00249	0.00369	5.173	-3.494
-0.00451	0.00113	-0.00451	-0.00130	-0.00373	-0.00285	0.00755	5.113	-3.645
-0.00286	-0.00075	-0.00286	-0.00252	-0.00245	-0.00292	0.00179	5.100	-4.718
0.00098	-0.00111	0.00098	-0.00072	-0.00086	0.00086	0.00244	5.088	-4.818
0.00045	-0.00183	0.00045	-0.00186	-0.00191	-0.00014	0.00270	5.025	-5.518
-0.00232	-0.00524	-0.00232	-0.00739	-0.00204	-0.00747	0.00533	5.013	-4.946
0.00574	-0.03158	0.00574	-0.03315	-0.01965	-0.02730	0.00751	5.004	-4.218
0.00543	-0.00422	0.00543	-0.00174	-0.00545	-0.00166	0.00682	4.965	-3.146
0.00207	0.00222	0.00207	0.00376	-0.00233	0.00360	0.01101	4.959	-3.041
0.00430	-0.00449	0.00430	-0.00270	-0.00389	-0.00327	0.01092	4.921	-2.491
0.01376	0.00157	0.01376	0.00975	-0.01684	0.00096	0.01181	4.913	-3.023
0.00138	-0.00009	0.00138	0.00069	-0.00151	-0.00030	0.00171	4.904	-3.738
-0.00021	0.00049	-0.00021	0.00044	-0.00015	0.00046	0.00512	4.852	-3.674
-0.00025	0.00300	-0.00025	0.00332	-0.00317	0.00102	0.00757	4.840	-4.115
-0.00276	0.00353	-0.00276	0.00248	-0.00219	0.00299	0.00417	4.827	-4.905
-0.00172	0.00295	-0.00172	0.00242	-0.00248	0.00163	0.00355	4.758	-4.919
-0.00109	0.00112	-0.00109	0.00067	-0.00125	0.00029	0.00721	4.746	-5.435
-0.00557	0.00153	-0.00557	-0.00145	-0.00360	0.00450	0.00569	4.697	-4.913
-0.00735	0.00440	-0.00735	0.00084	-0.00740	0.00003	0.01322	4.691	-3.743
-0.00889	0.00328	-0.00889	-0.00134	-0.00881	0.00179	0.00927	4.683	-2.461
-0.01376	-0.00077	-0.01376	-0.00883	-0.01405	0.00836	0.01164	4.646	-3.044
-0.00787	-0.00101	-0.00787	-0.00571	-0.00955	0.00183	0.01793	4.639	-2.890
-0.00442	-0.00042	-0.00442	-0.00304	-0.00535	0.00043	0.00906	4.630	-3.021
-0.00300	0.01854	-0.00300	0.01967	0.01509	-0.01297	0.00504	4.585	-3.507
0.00089	-0.00444	0.00089	-0.00461	-0.00374	0.00283	0.00414	4.576	-3.660
0.00110	-0.00544	0.00110	-0.00564	-0.00495	0.00292	0.00555	4.510	-4.309
-0.00092	0.00178	-0.00092	0.00152	0.00176	-0.00028	0.00363	4.496	-5.210
0.00923	-0.00095	0.00923	0.00423	-0.00110	0.01010	0.00525	4.484	-5.540
0.00058	-0.00446	0.00058	-0.00482	-0.00412	-0.00255	0.00644	4.266	-4.936
-0.00983	0.00522	-0.00983	0.00035	0.00053	0.00982	0.01690	4.418	-17.020
-0.00163	0.00051	-0.00163	-0.00035	0.00154	-0.00065	0.00540	4.416	61.112
0.00529	-0.02834	0.00529	-0.02967	-0.00588	-0.02956	0.00858	4.396	-1.209
0.00986	-0.00396	0.00986	0.00112	-0.00988	0.00082	0.01107	4.390	-1.822
0.01219	-0.01857	0.01219	-0.01440	-0.01072	-0.01552	0.00497	4.357	-2.476
0.00641	0.00261	0.00641	0.00672	-0.00881	0.00294	0.00785	4.349	-2.781
0.00501	0.00456	0.00501	0.00816	-0.00862	0.00416	0.00354	4.341	-3.120
0.00024	0.00127	0.00024	0.00160	-0.00116	0.00113	0.00245	4.298	-3.110
-0.00105	0.00481	-0.00105	0.00494	-0.00402	0.00307	0.03193	4.287	-3.399
-0.00192	0.00316	-0.00192	0.00254	-0.00180	0.00263	0.00806	4.277	-4.283
-0.00452	0.00351	-0.00452	0.00144	-0.00056	0.00472	0.01422	4.208	-4.917
-0.00323	0.00178	-0.00323	0.00019	-0.00185	0.00265	0.00790	4.195	-5.312
-0.00431	0.00218	-0.00431	0.00002	-0.00281	0.00327	0.00928	4.143	-5.542
-0.00505	0.00413	-0.00505	0.00186	-0.00538	-0.00023	0.00761	4.136	-3.988
-0.01082	0.00236	-0.01082	-0.00352	-0.00976	0.00586	0.01464	4.129	-3.053
-0.01060	-0.00011	-0.01060	-0.00624	-0.00948	0.00783	0.00968	4.096	-2.436
-0.01298	0.00216	-0.01298	-0.00500	-0.01375	0.00214	0.01169	4.087	-2.650
-0.01006	-0.00290	-0.01006	-0.00916	-0.01230	0.00581	0.00981	4.080	-3.048
-0.00713	-0.00088	-0.00713	-0.00513	-0.00853	0.00211	0.00071	4.044	-3.036
-0.00283	-0.00168	-0.00283	-0.00357	-0.00454	0.00044	0.00508	4.034	-3.011
-0.00514	-0.03741	-0.00514	-0.04617	-0.03948	0.02448	0.01368	3.976	-3.649
-0.00102	-0.00012	-0.00102	-0.00072	-0.00075	-0.00100	0.01032	3.962	-4.593
0.00203	-0.00054	0.00203	0.00055	0.00028	0.00208	0.00174	3.948	-5.429
0.00033	-0.00498	0.00033	-0.00556	-0.00543	-0.00121	0.00395	3.889	-5.580
-0.00137	-0.00286	-0.00137	-0.00410	-0.00139	-0.00409	0.00783	3.879	-4.593
0.00468	-0.00239	0.00468	-0.00006	-0.00402	0.00239	0.00768	3.870	-3.615
0.00641	-0.00476	0.00641	-0.00180	-0.00657	-0.00108	0.00727	3.833	-3.143
0.00716	-0.00417	0.00716	-0.00068	-0.00718	-0.00037	0.00609	3.827	-2.437
0.00897	0.03177	0.00897	0.04187	-0.00999	0.04164	0.00523	3.795	-2.438
0.00899	-0.02734	0.00899	-0.02638	0.00140	-0.02783	0.00295	3.787	-2.550
0.00446	0.00163	0.00446	0.00445	-0.00598	0.00199	0.00238	3.780	-3.073
0.00147	-0.00052	0.00147	0.00025	-0.00138	-0.00055	0.02891	3.729	-3.109
0.00131	0.00860	0.00131	0.01069	-0.01013	0.00364	0.00198	3.717	-3.999
-0.00203	0.00330	-0.00203	0.00264	-0.00188	0.00275	0.00303	3.705	-5.592
0.00034	0.00326	0.00034	0.00396	-0.00352	-0.00183	0.00496	3.642	-5.091
