-0.00220	0.00165	-0.00220	0.00064	0.00175	0.00148	0.02622	4.907	-0.017
0.00395	0.00621	0.00395	0.00945	-0.00746	0.00701	0.00717	4.907	0.000
0.00967	0.00445	0.00967	0.01072	-0.01320	0.00584	0.01697	4.907	0.000
0.00400	-0.00160	0.00400	0.00046	-0.00326	-0.00236	0.00318	4.878	-2.372
0.00311	0.00565	0.00311	0.00832	-0.00822	0.00336	0.00759	4.870	-3.606
0.00225	0.00553	0.00225	0.00768	-0.00744	0.00294	0.00860	4.863	-3.640
0.00842	0.00755	0.00842	0.01357	-0.01346	-0.00860	0.00671	4.801	-5.006
-0.00117	0.00734	-0.00117	0.00781	-0.00789	0.00027	0.01228	4.792	-4.295
-0.00768	0.00604	-0.00768	0.00254	-0.00705	0.00397	0.01446	4.735	-4.607
-0.00475	0.00776	-0.00475	0.00622	-0.00771	-0.00133	0.00796	4.728	-3.574
-0.00631	0.00846	-0.00631	0.00613	-0.00874	-0.00095	0.00873	4.720	-3.567
-0.00977	0.01465	-0.00977	0.01128	-0.01246	-0.00821	0.01312	4.685	-2.860
-0.00742	0.01445	-0.00742	0.01241	-0.00999	-0.01045	0.01301	4.680	-2.119
-0.01029	0.03356	-0.01029	0.03281	-0.00479	-0.03405	0.01419	4.645	-2.857
-0.01303	0.00869	-0.01303	0.00251	-0.01210	-0.00544	0.01169	4.639	-2.824
-0.01017	0.00988	-0.01017	0.00554	-0.00435	-0.01073	0.01034	4.597	-3.361
-0.00310	0.00044	-0.00310	-0.00128	-0.00314	-0.00119	0.00595	4.591	-2.832
-0.00728	0.00219	-0.00728	-0.00167	-0.00610	-0.00430	0.00816	4.584	-3.525
-0.01235	0.00965	-0.01235	0.00401	0.00331	-0.01256	0.01494	4.522	-4.966
-0.00191	0.01000	-0.00191	0.01045	0.01055	-0.00127	0.00256	4.511	-4.974
-0.00725	-0.00240	-0.00725	-0.00696	-0.00080	-0.01001	0.01073	4.455	-4.605
0.00198	0.00159	0.00198	0.00298	0.00070	0.00351	0.00334	4.445	-4.193
0.00512	0.02187	0.00512	0.02820	0.01466	0.02463	0.01053	4.439	-2.947
0.00315	-0.00731	0.00315	-0.00662	-0.00502	-0.00534	0.00829	4.403	-2.999
0.00766	-0.00242	0.00766	0.00163	-0.00698	0.00355	0.00816	4.398	-2.124
0.02603	-0.00326	0.02603	0.01127	-0.02725	0.00787	0.00717	4.363	-2.869
0.00345	-0.00007	0.00345	0.00192	-0.00376	0.00121	0.00737	4.357	-2.862
0.00416	-0.00005	0.00416	0.00234	-0.00463	0.00118	0.00992	4.350	-2.863
0.00786	-0.00171	0.00786	0.00256	-0.00771	-0.00298	0.00723	4.312	-3.125
0.00549	0.00623	0.00549	0.01036	-0.01115	0.00364	0.00831	4.304	-3.559
0.00609	-0.00199	0.00609	0.00122	-0.00237	-0.00574	0.01304	4.249	-4.505
-0.00178	-0.00086	-0.00178	-0.00202	0.00215	0.00162	0.00820	4.238	-4.960
-0.00187	0.00256	-0.00187	0.00187	-0.00195	0.00179	0.00906	4.228	-4.967
0.00405	0.00859	0.00405	0.01226	-0.00714	-0.01076	0.01432	4.171	-4.604
-0.00525	0.00740	-0.00525	0.00551	-0.00761	0.00008	0.01570	4.163	-3.604
0.02040	0.01175	0.02040	0.02534	0.00843	-0.03142	0.01276	4.126	-2.992
-0.01573	0.01389	-0.01573	0.00696	-0.01716	-0.00117	0.01313	4.120	-2.909
-0.01165	0.01183	-0.01165	0.00694	-0.01317	-0.00322	0.03634	4.116	-2.126
-0.00651	0.01175	-0.00651	0.00982	-0.00594	-0.01017	0.01504	4.083	-2.610
-0.00566	0.00572	-0.00566	0.00333	-0.00520	-0.00401	0.01265	4.077	-2.816
-0.01315	0.01074	-0.01315	0.00481	-0.00910	-0.01063	0.01329	4.042	-2.862
