--- Terminal on /dev/ttyUSB0 | 115200 8-N-1
--- Available filters and text transformations: colorize, debug, default, direct, esp32_exception_decoder, hexlify, log2file, nocontrol, printable, send_on_enter, time
--- More details at https://bit.ly/pio-monitor-filters
--- Quit: Ctrl+C | Menu: Ctrl+T | Help: Ctrl+T followed by Ctrl+H
MOT: Enable driver.
MOT: Align sensor.
MOT: sensor_direction==CCW
MOT: PP check: OK!
MOT: Zero elec. angle: 0.38
MOT: Align current sense.
CS: Inv B
MOT: Success: 3
MOT: Ready.
MOT: Measuring phase to phase resistance, keep motor still...
MOT: Estimated phase to phase resistance: 7.54
MOT: Measuring inductance, keep motor still...
MOT: Newly estimated electrical zero: 2.84
MOT: Current electrical zero: 0.38
MOT: Inductance measurement complete!
MOT: Measured D-inductance in mH: 0.91
MOT: Measured Q-inductance in mH: 1.60
0	0.10000	0.00184	-0.00417	-0.00390	-0.00151	0.00184	-0.00375	0.05022	2.17518	0.00023
20477	0.10000	-0.07713	-0.00739	0.02080	-0.09127	-0.07713	-0.05307	0.02829	2.17518	0.00000
20490	0.10000	-0.06262	0.04579	0.06413	-0.00941	-0.06262	0.01672	0.07380	2.13530	-4.98047
20500	0.10000	-0.04651	0.04096	0.04149	0.02931	-0.04651	0.02044	0.06368	2.07854	-9.96094
20510	0.10000	-0.03684	0.01195	0.02810	0.02496	-0.03684	-0.00747	0.05756	2.01105	-9.96094
20520	0.10000	-0.00460	-0.05736	0.06661	0.01815	-0.00460	-0.06889	0.17086	1.93128	-4.94834
20530	0.10000	0.04697	-0.08314	0.07527	0.03585	0.04697	-0.06889	0.10979	1.85918	-4.99669
20540	0.10000	0.06470	-0.03640	0.06332	0.01411	0.06470	-0.00468	0.07143	1.79629	-4.98047
20550	0.10000	0.05987	-0.03640	0.03360	0.05010	0.05987	-0.00747	0.03522	1.73033	-4.98047
20560	0.10000	0.01635	0.00067	0.00713	0.01791	0.01635	0.01021	0.03918	1.64903	-9.99339
20570	0.10000	-0.03361	0.04096	0.04322	0.00631	-0.03361	0.02789	0.04771	1.57386	-4.98047
20580	0.10000	-0.04973	0.01517	0.05075	-0.00479	-0.04973	-0.01119	0.03608	1.51404	-9.92871
20590	0.10000	-0.03522	-0.00095	0.03952	0.01177	-0.03522	-0.02143	0.05971	1.44808	-4.99669
20600	0.10000	-0.05134	-0.00256	0.02590	0.05502	-0.05134	-0.03260	0.05096	1.36678	-9.96094
20610	0.10000	0.03730	-0.07025	0.06399	0.02910	0.03730	-0.05958	0.05829	1.29315	-9.96094
20620	0.10000	0.06631	-0.04446	0.06486	0.01899	0.06631	-0.01305	0.06771	1.23332	-9.96094
20630	0.10000	0.05181	-0.01062	0.04959	0.02316	0.05181	0.01765	0.03442	1.16889	-4.98047
20640	0.10000	0.04697	-0.01706	0.00322	0.04744	0.04697	0.00742	0.02087	1.08606	-9.96094
20650	0.10000	-0.03522	0.04418	0.04662	0.00287	-0.03522	0.03068	0.03293	1.01396	-9.96094
20660	0.10000	-0.08680	0.03935	0.08631	-0.01027	-0.08680	-0.00468	0.05951	0.96334	-4.96435
20670	0.10000	-0.09002	0.02807	0.08718	0.02976	-0.09002	-0.01957	0.06711	0.90505	-9.99339
20680	0.10000	-0.02555	0.01356	0.00422	0.02522	-0.02555	0.00090	0.04335	0.82682	-9.99339
20690	0.10000	0.01474	-0.04446	0.04356	0.01241	0.01474	-0.04283	0.06702	0.75472	-4.99669
20700	0.10000	0.06309	-0.07992	0.07571	0.03700	0.06309	-0.05586	0.09130	0.69489	-4.99669
20710	0.10000	0.06954	-0.05252	0.05661	0.04528	0.06954	-0.02050	0.08198	0.63200	-4.99669
20720	0.10000	0.05987	-0.04607	0.00445	0.06254	0.05987	-0.01864	0.06368	0.55684	-4.99669
20730	0.10000	0.02763	0.03774	0.04138	0.05093	0.02763	0.05953	0.02859	0.48320	-4.98047
20740	0.10000	-0.03361	0.06514	0.05300	0.03788	-0.03361	0.05581	0.08228	0.42184	-4.94834
20750	0.10000	-0.03845	0.04579	0.03032	0.03873	-0.03845	0.03068	0.05705	0.36049	-4.99669
20760	0.10000	-0.04973	0.00389	0.04648	0.02999	-0.04973	-0.02422	0.03122	0.28685	-9.92861
20770	0.10000	-0.02394	-0.04285	0.05344	0.04153	-0.02394	-0.06330	0.17240	0.21016	-4.99669
20780	0.10000	0.05825	-0.17018	0.13437	0.10891	0.05825	-0.16287	0.06334	0.14726	-4.99669
20790	0.10000	0.11950	-0.04607	0.12054	-0.00032	0.11950	0.01579	0.08355	0.08590	-4.99667
20800	0.10000	0.05825	-0.05413	0.01328	0.06365	0.05825	-0.02887	0.05825	0.01074	-4.99668
20810	0.10000	0.06309	0.00711	0.03277	0.06999	0.06309	0.04464	0.08396	6.22029	-4.99669
20820	0.10000	-0.03522	0.06675	0.06155	0.02591	-0.03522	0.05674	0.34200	6.15126	-4.99669
20830	0.10000	-0.05134	0.05063	0.04847	0.03341	-0.05134	0.02882	0.05813	6.08684	-9.99339
20840	0.10000	-0.03522	0.01840	0.02343	0.02631	-0.03522	0.00090	0.26332	6.01934	-9.99339
20850	0.10000	-0.01911	-0.01062	0.02074	0.02185	-0.01911	-0.02329	0.05792	5.93804	-9.92871
20860	0.10000	0.03730	-0.04930	0.05113	0.00541	0.03730	-0.03539	0.04797	5.86594	-4.99669
20870	0.10000	0.06793	-0.03318	0.06773	0.00513	0.06793	0.00090	0.06562	5.79998	-9.99339
20880	0.10000	0.04858	0.05224	0.09803	-0.02366	0.04858	0.08837	0.10420	5.73095	-4.94834
20890	0.10000	0.03247	0.01356	0.03084	0.03587	0.03247	0.03440	0.01646	5.65425	-4.99669
20900	0.10000	-0.02717	0.01840	0.02530	-0.01133	-0.02717	0.00556	0.04430	5.57909	-4.99669
20910	0.10000	-0.05295	0.02323	0.05297	0.00349	-0.05295	-0.00375	0.03434	5.51006	-4.98047
20920	0.10000	-0.01105	-0.02190	0.03102	-0.01275	-0.01105	-0.03166	0.06409	5.44410	-4.99669
20930	0.10000	0.01474	-0.03802	0.03736	-0.00859	0.01474	-0.03539	0.02912	5.36433	-9.96094
20940	0.10000	0.01796	-0.03157	0.02884	0.01309	0.01796	-0.02608	0.08920	5.28610	-9.86486
20950	0.10000	0.05342	-0.03479	0.05048	0.01981	0.05342	-0.00933	0.07759	5.22014	-4.96435
20960	0.10000	0.03247	0.01034	0.04390	0.00827	0.03247	0.03068	0.03522	5.15111	-9.86486
20970	0.10000	0.01635	-0.02512	-0.02281	0.01139	0.01635	-0.01957	0.02752	5.07134	-9.92871
20980	0.10000	-0.01427	0.01356	0.01606	0.00085	-0.01427	0.00742	0.02399	4.99004	-9.96094
20990	0.10000	-0.03522	-0.00417	0.04107	-0.01366	-0.03522	-0.02515	0.05688	4.92561	-4.93243
21000	0.10000	0.01635	-0.06058	0.04321	-0.04540	0.01635	-0.06051	0.04997	4.85812	-4.99669
21010	0.10000	0.03408	-0.08798	0.08814	-0.01006	0.03408	-0.08191	0.13252	4.78602	-4.98047
21020	0.10000	0.06793	-0.01867	0.04880	-0.05044	0.06793	0.01765	0.05684	4.71546	-9.99339
21030	0.10000	-0.00460	0.00067	-0.00485	0.00113	-0.00460	-0.00189	0.02325	4.65256	-4.98047
21040	0.10000	0.01313	0.04257	0.05136	-0.02744	0.01313	0.05674	0.05801	4.58814	-4.96435
21050	0.10000	0.04375	0.01356	0.03592	0.04793	0.04375	0.04092	0.04441	4.50990	-4.99669
21060	0.10000	-0.04490	0.01517	0.03437	-0.03008	-0.04490	-0.00840	0.05814	4.42860	-9.96094
21070	0.10000	-0.06262	-0.00095	0.06815	-0.02578	-0.06262	-0.03725	0.06875	4.36571	-4.98047
21080	0.10000	-0.01427	-0.03963	0.04998	-0.02493	-0.01427	-0.05400	0.08559	4.30435	-4.93243
21090	0.10000	0.04053	-0.05736	0.04564	-0.03734	0.04053	-0.04283	0.09600	4.22765	-9.89668
21100	0.10000	0.09049	-0.03963	0.07077	-0.05676	0.09049	0.00649	0.20232	4.14942	-4.96435
21110	0.10000	0.07598	-0.01545	0.07857	-0.01666	0.07598	0.02603	0.05222	4.08652	-4.94834
21120	0.10000	0.03891	0.02001	0.05961	-0.00609	0.03891	0.04557	0.05546	4.02670	-4.99669
21130	0.10000	-0.02394	0.02323	0.01303	-0.02392	-0.02394	0.01300	0.00611	3.94847	-4.94834
21140	0.10000	-0.03684	0.02323	0.03223	-0.01868	-0.03684	0.00556	0.03900	3.87023	-4.99669
21150	0.10000	-0.04651	0.01678	0.04662	-0.00669	-0.04651	-0.00747	0.05492	3.81041	-4.98047
21160	0.10000	-0.02717	0.01356	0.02094	0.01731	-0.02717	-0.00003	0.04318	3.74752	-9.96094
21170	0.10000	0.01635	-0.02673	0.02055	-0.01745	0.01635	-0.02143	0.00730	3.66928	-9.99339
21180	0.10000	0.04375	-0.05413	0.05741	-0.00232	0.04375	-0.03725	0.03229	3.59258	-9.96094
21190	0.10000	0.07276	-0.02996	0.07205	-0.01254	0.07276	0.00742	0.06999	3.53276	-9.92871
