0	0.10	0.00049	0.00083	-0.00089	0.00100	0.00049	0.00125	0.00665	5.498
9401	0.10	-0.00589	-0.00123	0.00738	-0.00187	-0.00589	-0.00482	0.00564	5.486
9411	0.10	-0.00823	0.02131	0.01463	0.01574	-0.00823	0.01985	0.02026	5.453
9421	0.10	-0.00352	-0.00495	0.00850	0.00030	-0.00352	-0.00775	0.03914	5.413
9431	0.10	0.00385	-0.00111	-0.00042	-0.00394	0.00385	0.00094	0.00410	5.366
9441	0.10	0.00294	-0.00585	0.00580	0.00075	0.00294	-0.00506	0.00709	5.318
9451	0.10	0.00624	-0.00723	0.00768	0.00161	0.00624	-0.00475	0.01117	5.278
9461	0.10	0.00788	-0.00514	0.00797	0.00068	0.00788	-0.00139	0.01232	5.246
9471	0.10	0.00948	-0.00092	0.01028	-0.00194	0.00948	0.00441	0.00997	5.216
9481	0.10	0.00255	0.03184	0.02428	-0.02964	0.00255	0.03824	0.01211	5.180
9491	0.10	0.00113	0.00031	0.00143	0.00052	0.00113	0.00101	0.00409	5.137
9501	0.10	-0.01379	0.00549	-0.00054	-0.01387	-0.01379	-0.00162	0.00534	5.085
9511	0.10	0.00294	0.00753	0.00677	0.00842	0.00294	0.01040	0.00201	5.038
9521	0.10	-0.00471	0.00980	0.00796	0.00572	-0.00471	0.00859	0.00728	4.993
9531	0.10	-0.01111	0.00400	0.01080	-0.00317	-0.01111	-0.00179	0.01009	4.964
9541	0.10	-0.00681	0.00532	0.00625	0.00349	-0.00681	0.00221	0.00167	4.936
9551	0.10	-0.01298	-0.00333	0.01699	-0.00290	-0.01298	-0.01134	0.00595	4.903
9561	0.10	-0.00143	-0.00473	0.00600	-0.00237	-0.00143	-0.00629	0.00104	4.863
9571	0.10	-0.00207	-0.00008	0.00140	0.00199	-0.00207	-0.00128	0.00375	4.811
9581	0.10	-0.00061	-0.00362	0.00365	0.00275	-0.00061	-0.00453	0.01271	4.758
9591	0.10	0.00932	-0.04321	0.03010	0.03409	0.00932	-0.04451	0.00809	4.712
9601	0.10	-0.01016	0.02338	0.02342	-0.00091	-0.01016	0.02113	0.02823	4.685
9611	0.10	0.01665	-0.00412	0.01589	-0.00695	0.01665	0.00485	0.03104	4.680
9621	0.10	0.01268	0.00225	0.01395	-0.00804	0.01268	0.00992	0.01086	4.656
9631	0.10	0.00711	0.00706	0.01182	-0.00781	0.00711	0.01226	0.00556	4.625
9641	0.10	0.00644	0.00764	0.01360	-0.00367	0.00644	0.01253	0.00760	4.590
9651	0.10	-0.00021	0.01139	0.01251	-0.00362	-0.00021	0.01303	0.00250	4.545
9661	0.10	-0.00452	0.00295	0.00227	-0.00399	-0.00452	0.00080	0.00540	4.490
9671	0.10	-0.00767	0.00473	0.00636	-0.00441	-0.00767	0.00103	0.01101	4.450
9681	0.10	-0.01864	0.00506	0.01543	-0.01156	-0.01864	-0.00492	0.01395	4.416
9691	0.10	-0.01124	0.00747	0.01140	0.00102	-0.01124	0.00213	0.01115	4.392
9701	0.10	-0.00845	-0.00110	0.00953	-0.00429	-0.00845	-0.00615	0.00636	4.364
9711	0.10	-0.00337	-0.03441	0.02326	-0.03474	-0.00337	-0.04168	0.01223	4.335
9721	0.10	-0.00189	-0.00209	0.00391	-0.00077	-0.00189	-0.00350	0.00735	4.300
9731	0.10	-0.00306	0.00064	0.00157	0.00282	-0.00306	-0.00103	0.00326	4.251
9741	0.10	0.00331	-0.00251	0.00226	-0.00261	0.00331	-0.00098	0.00565	4.197
9751	0.10	0.01172	-0.00247	0.00705	-0.01015	0.01172	0.00391	0.02635	4.152
9761	0.10	0.01123	-0.00251	0.00987	-0.00645	0.01123	0.00359	0.01432	4.122
9771	0.10	0.01269	-0.00113	0.01269	-0.00602	0.01269	0.00602	0.01153	4.096
9781	0.10	0.01258	0.00274	0.01523	-0.00594	0.01258	0.01043	0.01441	4.068
9791	0.10	0.00363	0.00238	0.00584	-0.00162	0.00363	0.00485	0.00343	4.036
9801	0.10	0.00479	0.00680	0.01163	-0.00058	0.00479	0.01062	0.00249	3.993
9811	0.10	-0.00145	0.00789	0.00839	-0.00034	-0.00145	0.00827	0.00366	3.938
9821	0.10	-0.00131	0.00779	0.00725	0.00411	-0.00131	0.00823	0.01513	3.892
9831	0.10	-0.00584	0.00540	0.00650	-0.00024	-0.00584	0.00286	0.01033	3.856
9841	0.10	-0.00829	0.00963	0.00933	0.00466	-0.00829	0.00633	0.01181	3.829
9851	0.10	-0.01059	0.00928	0.01009	0.00561	-0.01059	0.00460	0.01356	3.803
9861	0.10	0.00727	-0.01262	0.00784	-0.00995	0.00727	-0.01037	0.01826	3.775
9871	0.10	-0.00278	-0.00385	0.00613	-0.00260	-0.00278	-0.00605	0.00611	3.741
9881	0.10	0.00284	-0.01146	0.01019	-0.00622	0.00284	-0.01160	0.00531	3.691
